DESCRIZIONE MATRICE (1°livello),DESCRIZIONE MATRICE (2° livello),Data inizio,Data fine,Comune di prelievo,Provincia,Nuclide,Attività specifica,Unità di misura,Column,Column2,* n.r.: non rilevabile (risultato inferiore alla sensibilità analitica),Column3,Column4,Column5,Column6,Column7,Column8,Column9,Column10,Column11,Column12,Column13,Column14,Column15
LATTE,LATTE VACCINO INTERO PASTORIZZATO,2019-07-31T22:00:00Z,2019-07-31T22:00:00Z,CHIURO,SO,CS-137,n.r.,BQ/L,,,,,,,,,,,,,,,,
LATTE,LATTE VACCINO INTERO PASTORIZZATO,2019-07-31T22:00:00Z,2019-07-31T22:00:00Z,CHIURO,SO,K-40,49.2,BQ/L,,,,,,,,,,,,,,,,
LATTE,LATTE VACCINO INTERO PASTORIZZATO,2019-09-01T22:00:00Z,2019-09-01T22:00:00Z,CHIURO,SO,CS-137,n.r.,BQ/L,,,,,,,,,,,,,,,,
LATTE,LATTE VACCINO INTERO PASTORIZZATO,2019-09-01T22:00:00Z,2019-09-01T22:00:00Z,CHIURO,SO,K-40,51.0,BQ/L,,,,,,,,,,,,,,,,
LATTE,LATTE VACCINO INTERO PASTORIZZATO,2019-09-30T22:00:00Z,2019-09-30T22:00:00Z,CHIURO,SO,CS-137,n.r.,BQ/L,,,,,,,,,,,,,,,,
LATTE,LATTE VACCINO INTERO PASTORIZZATO,2019-09-30T22:00:00Z,2019-09-30T22:00:00Z,CHIURO,SO,K-40,47.6,BQ/L,,,,,,,,,,,,,,,,
LATTE,LATTE VACCINO INTERO PASTORIZZATO,2019-11-03T23:00:00Z,2019-11-03T23:00:00Z,CHIURO,SO,CS-137,n.r.,BQ/L,,,,,,,,,,,,,,,,
LATTE,LATTE VACCINO INTERO PASTORIZZATO,2019-11-03T23:00:00Z,2019-11-03T23:00:00Z,CHIURO,SO,K-40,50.4,BQ/L,,,,,,,,,,,,,,,,
LATTE,LATTE VACCINO INTERO PASTORIZZATO,2019-12-01T23:00:00Z,2019-12-01T23:00:00Z,CHIURO,SO,CS-137,n.r.,BQ/L,,,,,,,,,,,,,,,,
LATTE,LATTE VACCINO INTERO PASTORIZZATO,2019-12-01T23:00:00Z,2019-12-01T23:00:00Z,CHIURO,SO,K-40,49.0,BQ/L,,,,,,,,,,,,,,,,
LATTE,LATTE VACCINO INTERO PASTORIZZATO,2019-01-01T09:00:00Z,2019-03-30T23:00:00Z,VARESE,VA,SR-90,0.0178,BQ/L,,,,,,,,,,,,,,,,
LATTE,LATTE VACCINO INTERO PASTORIZZATO,2019-01-30T09:00:00Z,2019-01-30T09:00:00Z,VARESE,VA,CS-137,0.083,BQ/L,,,,,,,,,,,,,,,,
LATTE,LATTE VACCINO INTERO PASTORIZZATO,2019-01-30T09:00:00Z,2019-01-30T09:00:00Z,VARESE,VA,K-40,48.5,BQ/L,,,,,,,,,,,,,,,,
LATTE,LATTE VACCINO INTERO PASTORIZZATO,2019-02-22T09:00:00Z,2019-02-22T09:00:00Z,VARESE,VA,CS-137,0.076,BQ/L,,,,,,,,,,,,,,,,
LATTE,LATTE VACCINO INTERO PASTORIZZATO,2019-02-22T09:00:00Z,2019-02-22T09:00:00Z,VARESE,VA,K-40,49.5,BQ/L,,,,,,,,,,,,,,,,
LATTE,LATTE VACCINO INTERO PASTORIZZATO,2019-03-28T09:00:00Z,2019-03-28T09:00:00Z,VARESE,VA,CS-137,n.r.,BQ/L,,,,,,,,,,,,,,,,
LATTE,LATTE VACCINO INTERO PASTORIZZATO,2019-03-28T09:00:00Z,2019-03-28T09:00:00Z,VARESE,VA,K-40,49.4,BQ/L,,,,,,,,,,,,,,,,
LATTE,LATTE VACCINO INTERO PASTORIZZATO,2019-04-01T08:00:00Z,2019-06-29T22:00:00Z,VARESE,VA,SR-90,0.0239,BQ/L,,,,,,,,,,,,,,,,
LATTE,LATTE VACCINO INTERO PASTORIZZATO,2019-04-24T08:00:00Z,2019-04-24T08:00:00Z,VARESE,VA,CS-137,n.r.,BQ/L,,,,,,,,,,,,,,,,
LATTE,LATTE VACCINO INTERO PASTORIZZATO,2019-04-24T08:00:00Z,2019-04-24T08:00:00Z,VARESE,VA,K-40,48.9,BQ/L,,,,,,,,,,,,,,,,
LATTE,LATTE VACCINO INTERO PASTORIZZATO,2019-05-20T08:20:00Z,2019-05-20T08:20:00Z,VARESE,VA,CS-137,0.12,BQ/L,,,,,,,,,,,,,,,,
LATTE,LATTE VACCINO INTERO PASTORIZZATO,2019-05-20T08:20:00Z,2019-05-20T08:20:00Z,VARESE,VA,K-40,48.8,BQ/L,,,,,,,,,,,,,,,,
LATTE,LATTE VACCINO INTERO PASTORIZZATO,2019-06-27T22:00:00Z,2019-06-27T22:00:00Z,VARESE,VA,CS-137,n.r.,BQ/L,,,,,,,,,,,,,,,,
LATTE,LATTE VACCINO INTERO PASTORIZZATO,2019-06-27T22:00:00Z,2019-06-27T22:00:00Z,VARESE,VA,K-40,52.5,BQ/L,,,,,,,,,,,,,,,,
LATTE,LATTE VACCINO INTERO PASTORIZZATO,2019-06-30T22:00:00Z,2019-09-29T22:00:00Z,VARESE,VA,SR-90,0.016,BQ/L,,,,,,,,,,,,,,,,
LATTE,LATTE VACCINO INTERO PASTORIZZATO,2019-07-25T22:00:00Z,2019-07-25T22:00:00Z,VARESE,VA,CS-137,n.r.,BQ/L,,,,,,,,,,,,,,,,
LATTE,LATTE VACCINO INTERO PASTORIZZATO,2019-07-25T22:00:00Z,2019-07-25T22:00:00Z,VARESE,VA,K-40,47.5,BQ/L,,,,,,,,,,,,,,,,
LATTE,LATTE VACCINO INTERO PASTORIZZATO,2019-08-23T07:50:00Z,2019-08-23T07:50:00Z,VARESE,VA,CS-137,0.1,BQ/L,,,,,,,,,,,,,,,,
LATTE,LATTE VACCINO INTERO PASTORIZZATO,2019-08-23T07:50:00Z,2019-08-23T07:50:00Z,VARESE,VA,K-40,51.1,BQ/L,,,,,,,,,,,,,,,,
LATTE,LATTE VACCINO INTERO PASTORIZZATO,2019-09-25T09:20:00Z,2019-09-25T09:20:00Z,VARESE,VA,CS-137,0.117,BQ/L,,,,,,,,,,,,,,,,
LATTE,LATTE VACCINO INTERO PASTORIZZATO,2019-09-25T09:20:00Z,2019-09-25T09:20:00Z,VARESE,VA,K-40,49.0,BQ/L,,,,,,,,,,,,,,,,
LATTE,LATTE VACCINO INTERO PASTORIZZATO,2019-10-23T22:00:00Z,2019-10-23T22:00:00Z,VARESE,VA,CS-137,n.r.,BQ/L,,,,,,,,,,,,,,,,
LATTE,LATTE VACCINO INTERO PASTORIZZATO,2019-10-23T22:00:00Z,2019-10-23T22:00:00Z,VARESE,VA,K-40,48.5,BQ/L,,,,,,,,,,,,,,,,
LATTE,LATTE VACCINO INTERO PASTORIZZATO,2019-11-29T08:30:00Z,2019-11-29T08:30:00Z,VARESE,VA,CS-137,n.r.,BQ/L,,,,,,,,,,,,,,,,
LATTE,LATTE VACCINO INTERO PASTORIZZATO,2019-11-29T08:30:00Z,2019-11-29T08:30:00Z,VARESE,VA,K-40,50.2,BQ/L,,,,,,,,,,,,,,,,
LATTE,LATTE VACCINO INTERO PASTORIZZATO,2019-12-17T08:40:00Z,2019-12-17T08:40:00Z,VARESE,VA,CS-137,n.r.,BQ/L,,,,,,,,,,,,,,,,
LATTE,LATTE VACCINO INTERO PASTORIZZATO,2019-12-17T08:40:00Z,2019-12-17T08:40:00Z,VARESE,VA,K-40,47.9,BQ/L,,,,,,,,,,,,,,,,
LATTE,LATTE VACCINO INTERO UHT,2019-01-16T23:00:00Z,2019-01-16T23:00:00Z,SORESINA,CR,CS-137,n.r.,BQ/L,,,,,,,,,,,,,,,,
LATTE,LATTE VACCINO INTERO UHT,2019-01-16T23:00:00Z,2019-01-16T23:00:00Z,SORESINA,CR,K-40,50.2,BQ/L,,,,,,,,,,,,,,,,
LATTE,LATTE VACCINO INTERO UHT,2019-02-14T23:00:00Z,2019-02-14T23:00:00Z,SORESINA,CR,CS-137,n.r.,BQ/L,,,,,,,,,,,,,,,,
LATTE,LATTE VACCINO INTERO UHT,2019-02-14T23:00:00Z,2019-02-14T23:00:00Z,SORESINA,CR,K-40,51.7,BQ/L,,,,,,,,,,,,,,,,
LATTE,LATTE VACCINO INTERO UHT,2019-03-14T23:00:00Z,2019-03-14T23:00:00Z,SORESINA,CR,CS-137,n.r.,BQ/L,,,,,,,,,,,,,,,,
LATTE,LATTE VACCINO INTERO UHT,2019-03-14T23:00:00Z,2019-03-14T23:00:00Z,SORESINA,CR,K-40,50.5,BQ/L,,,,,,,,,,,,,,,,
LATTE,LATTE VACCINO INTERO UHT,2019-04-09T22:00:00Z,2019-04-09T22:00:00Z,SORESINA,CR,CS-137,n.r.,BQ/L,,,,,,,,,,,,,,,,
LATTE,LATTE VACCINO INTERO UHT,2019-04-09T22:00:00Z,2019-04-09T22:00:00Z,SORESINA,CR,K-40,49.2,BQ/L,,,,,,,,,,,,,,,,
LATTE,LATTE VACCINO INTERO UHT,2019-05-15T22:00:00Z,2019-05-15T22:00:00Z,SORESINA,CR,CS-137,n.r.,BQ/L,,,,,,,,,,,,,,,,
LATTE,LATTE VACCINO INTERO UHT,2019-05-15T22:00:00Z,2019-05-15T22:00:00Z,SORESINA,CR,K-40,50.2,BQ/L,,,,,,,,,,,,,,,,
LATTE,LATTE VACCINO INTERO UHT,2019-06-11T22:00:00Z,2019-06-11T22:00:00Z,SORESINA,CR,CS-137,n.r.,BQ/L,,,,,,,,,,,,,,,,
LATTE,LATTE VACCINO INTERO UHT,2019-06-11T22:00:00Z,2019-06-11T22:00:00Z,SORESINA,CR,K-40,52.7,BQ/L,,,,,,,,,,,,,,,,
LATTE,LATTE VACCINO INTERO UHT,2019-07-11T22:00:00Z,2019-07-11T22:00:00Z,SORESINA,CR,CS-137,n.r.,BQ/L,,,,,,,,,,,,,,,,
LATTE,LATTE VACCINO INTERO UHT,2019-07-11T22:00:00Z,2019-07-11T22:00:00Z,SORESINA,CR,K-40,49.9,BQ/L,,,,,,,,,,,,,,,,
LATTE,LATTE VACCINO INTERO UHT,2019-08-15T22:00:00Z,2019-08-15T22:00:00Z,SORESINA,CR,CS-137,n.r.,BQ/L,,,,,,,,,,,,,,,,
LATTE,LATTE VACCINO INTERO UHT,2019-08-15T22:00:00Z,2019-08-15T22:00:00Z,SORESINA,CR,K-40,50.4,BQ/L,,,,,,,,,,,,,,,,
LATTE,LATTE VACCINO INTERO UHT,2019-09-16T10:54:00Z,2019-09-16T10:54:00Z,SORESINA,CR,CS-137,n.r.,BQ/L,,,,,,,,,,,,,,,,
LATTE,LATTE VACCINO INTERO UHT,2019-09-16T10:54:00Z,2019-09-16T10:54:00Z,SORESINA,CR,K-40,50.3,BQ/L,,,,,,,,,,,,,,,,
LATTE,LATTE VACCINO INTERO UHT,2019-10-10T22:00:00Z,2019-10-10T22:00:00Z,SORESINA,CR,CS-137,n.r.,BQ/L,,,,,,,,,,,,,,,,
LATTE,LATTE VACCINO INTERO UHT,2019-10-10T22:00:00Z,2019-10-10T22:00:00Z,SORESINA,CR,K-40,50.4,BQ/L,,,,,,,,,,,,,,,,
LATTE,LATTE VACCINO INTERO UHT,2019-11-17T23:00:00Z,2019-11-17T23:00:00Z,SORESINA,CR,CS-137,n.r.,BQ/L,,,,,,,,,,,,,,,,
LATTE,LATTE VACCINO INTERO UHT,2019-11-17T23:00:00Z,2019-11-17T23:00:00Z,SORESINA,CR,K-40,47.8,BQ/L,,,,,,,,,,,,,,,,
LATTE,LATTE VACCINO INTERO UHT,2019-12-15T23:00:00Z,2019-12-15T23:00:00Z,SORESINA,CR,CS-137,n.r.,BQ/L,,,,,,,,,,,,,,,,
LATTE,LATTE VACCINO INTERO UHT,2019-12-15T23:00:00Z,2019-12-15T23:00:00Z,SORESINA,CR,K-40,50.6,BQ/L,,,,,,,,,,,,,,,,
LATTE,LATTE VACCINO INTERO UHT,2019-01-23T23:00:00Z,2019-01-23T23:00:00Z,VERNATE,MI,CS-137,n.r.,BQ/L,,,,,,,,,,,,,,,,
LATTE,LATTE VACCINO INTERO UHT,2019-01-23T23:00:00Z,2019-01-23T23:00:00Z,VERNATE,MI,K-40,50.7,BQ/L,,,,,,,,,,,,,,,,
LATTE,LATTE VACCINO INTERO UHT,2019-01-31T23:00:00Z,2019-01-31T23:00:00Z,VERNATE,MI,CS-137,n.r.,BQ/L,,,,,,,,,,,,,,,,
LATTE,LATTE VACCINO INTERO UHT,2019-01-31T23:00:00Z,2019-01-31T23:00:00Z,VERNATE,MI,K-40,50.4,BQ/L,,,,,,,,,,,,,,,,
LATTE,LATTE VACCINO INTERO UHT,2019-03-21T23:00:00Z,2019-03-21T23:00:00Z,VERNATE,MI,CS-137,n.r.,BQ/L,,,,,,,,,,,,,,,,
LATTE,LATTE VACCINO INTERO UHT,2019-03-21T23:00:00Z,2019-03-21T23:00:00Z,VERNATE,MI,K-40,48.1,BQ/L,,,,,,,,,,,,,,,,
LATTE,LATTE VACCINO INTERO UHT,2019-04-18T22:00:00Z,2019-04-18T22:00:00Z,VERNATE,MI,CS-137,n.r.,BQ/L,,,,,,,,,,,,,,,,
LATTE,LATTE VACCINO INTERO UHT,2019-04-18T22:00:00Z,2019-04-18T22:00:00Z,VERNATE,MI,K-40,48.5,BQ/L,,,,,,,,,,,,,,,,
LATTE,LATTE VACCINO INTERO UHT,2019-05-16T22:00:00Z,2019-05-16T22:00:00Z,VERNATE,MI,CS-137,n.r.,BQ/L,,,,,,,,,,,,,,,,
LATTE,LATTE VACCINO INTERO UHT,2019-05-16T22:00:00Z,2019-05-16T22:00:00Z,VERNATE,MI,K-40,49.2,BQ/L,,,,,,,,,,,,,,,,
LATTE,LATTE VACCINO INTERO UHT,2019-06-10T22:00:00Z,2019-06-10T22:00:00Z,VERNATE,MI,CS-137,n.r.,BQ/L,,,,,,,,,,,,,,,,
LATTE,LATTE VACCINO INTERO UHT,2019-06-10T22:00:00Z,2019-06-10T22:00:00Z,VERNATE,MI,K-40,49.4,BQ/L,,,,,,,,,,,,,,,,
LATTE,LATTE VACCINO INTERO UHT,2019-07-02T22:00:00Z,2019-07-02T22:00:00Z,VERNATE,MI,CS-137,n.r.,BQ/L,,,,,,,,,,,,,,,,
LATTE,LATTE VACCINO INTERO UHT,2019-07-02T22:00:00Z,2019-07-02T22:00:00Z,VERNATE,MI,K-40,45.5,BQ/L,,,,,,,,,,,,,,,,
LATTE,LATTE VACCINO INTERO UHT,2019-08-07T22:00:00Z,2019-08-07T22:00:00Z,VERNATE,MI,CS-137,n.r.,BQ/L,,,,,,,,,,,,,,,,
LATTE,LATTE VACCINO INTERO UHT,2019-08-07T22:00:00Z,2019-08-07T22:00:00Z,VERNATE,MI,K-40,49.6,BQ/L,,,,,,,,,,,,,,,,
LATTE,LATTE VACCINO INTERO UHT,2019-09-04T22:00:00Z,2019-09-04T22:00:00Z,VERNATE,MI,CS-137,n.r.,BQ/L,,,,,,,,,,,,,,,,
LATTE,LATTE VACCINO INTERO UHT,2019-09-04T22:00:00Z,2019-09-04T22:00:00Z,VERNATE,MI,K-40,43.9,BQ/L,,,,,,,,,,,,,,,,
LATTE,LATTE VACCINO INTERO UHT,2019-10-23T22:00:00Z,2019-10-23T22:00:00Z,VERNATE,MI,CS-137,n.r.,BQ/L,,,,,,,,,,,,,,,,
LATTE,LATTE VACCINO INTERO UHT,2019-10-23T22:00:00Z,2019-10-23T22:00:00Z,VERNATE,MI,K-40,50.5,BQ/L,,,,,,,,,,,,,,,,
LATTE,LATTE VACCINO INTERO UHT,2019-11-17T23:00:00Z,2019-11-17T23:00:00Z,VERNATE,MI,CS-137,n.r.,BQ/L,,,,,,,,,,,,,,,,
LATTE,LATTE VACCINO INTERO UHT,2019-11-17T23:00:00Z,2019-11-17T23:00:00Z,VERNATE,MI,K-40,50.4,BQ/L,,,,,,,,,,,,,,,,
LATTE,LATTE VACCINO INTERO UHT,2019-12-20T08:00:00Z,2019-12-20T08:00:00Z,VERNATE,MI,CS-137,n.r.,BQ/L,,,,,,,,,,,,,,,,
LATTE,LATTE VACCINO INTERO UHT,2019-12-20T08:00:00Z,2019-12-20T08:00:00Z,VERNATE,MI,K-40,50.5,BQ/L,,,,,,,,,,,,,,,,
LATTE,LATTE VACCINO INTERO UHT,2019-02-06T23:00:00Z,2019-02-06T23:00:00Z,CASTIGLIONE DELLE STIVIERE,MN,CS-137,n.r.,BQ/L,,,,,,,,,,,,,,,,
LATTE,LATTE VACCINO INTERO UHT,2019-02-06T23:00:00Z,2019-02-06T23:00:00Z,CASTIGLIONE DELLE STIVIERE,MN,CS-137,n.r.,BQ/L,,,,,,,,,,,,,,,,
LATTE,LATTE VACCINO INTERO UHT,2019-02-06T23:00:00Z,2019-02-06T23:00:00Z,CASTIGLIONE DELLE STIVIERE,MN,K-40,49.8,BQ/L,,,,,,,,,,,,,,,,
LATTE,LATTE VACCINO INTERO UHT,2019-02-06T23:00:00Z,2019-02-06T23:00:00Z,CASTIGLIONE DELLE STIVIERE,MN,K-40,50.7,BQ/L,,,,,,,,,,,,,,,,
LATTE,LATTE VACCINO INTERO UHT,2019-03-12T23:00:00Z,2019-03-12T23:00:00Z,CASTIGLIONE DELLE STIVIERE,MN,CS-137,n.r.,BQ/L,,,,,,,,,,,,,,,,
LATTE,LATTE VACCINO INTERO UHT,2019-03-12T23:00:00Z,2019-03-12T23:00:00Z,CASTIGLIONE DELLE STIVIERE,MN,K-40,48.2,BQ/L,,,,,,,,,,,,,,,,
LATTE,LATTE VACCINO INTERO UHT,2019-05-28T22:00:00Z,2019-05-28T22:00:00Z,CASTIGLIONE DELLE STIVIERE,MN,CS-137,n.r.,BQ/L,,,,,,,,,,,,,,,,
LATTE,LATTE VACCINO INTERO UHT,2019-05-28T22:00:00Z,2019-05-28T22:00:00Z,CASTIGLIONE DELLE STIVIERE,MN,CS-137,n.r.,BQ/L,,,,,,,,,,,,,,,,
LATTE,LATTE VACCINO INTERO UHT,2019-05-28T22:00:00Z,2019-05-28T22:00:00Z,CASTIGLIONE DELLE STIVIERE,MN,K-40,49.7,BQ/L,,,,,,,,,,,,,,,,
LATTE,LATTE VACCINO INTERO UHT,2019-05-28T22:00:00Z,2019-05-28T22:00:00Z,CASTIGLIONE DELLE STIVIERE,MN,K-40,48.9,BQ/L,,,,,,,,,,,,,,,,
LATTE,LATTE VACCINO INTERO UHT,2019-06-24T22:00:00Z,2019-06-24T22:00:00Z,CASTIGLIONE DELLE STIVIERE,MN,CS-137,n.r.,BQ/L,,,,,,,,,,,,,,,,
LATTE,LATTE VACCINO INTERO UHT,2019-06-24T22:00:00Z,2019-06-24T22:00:00Z,CASTIGLIONE DELLE STIVIERE,MN,K-40,49.9,BQ/L,,,,,,,,,,,,,,,,
LATTE,LATTE VACCINO INTERO UHT,2019-09-03T22:00:00Z,2019-09-03T22:00:00Z,CASTIGLIONE DELLE STIVIERE,MN,CS-137,n.r.,BQ/L,,,,,,,,,,,,,,,,
LATTE,LATTE VACCINO INTERO UHT,2019-09-03T22:00:00Z,2019-09-03T22:00:00Z,CASTIGLIONE DELLE STIVIERE,MN,CS-137,n.r.,BQ/L,,,,,,,,,,,,,,,,
LATTE,LATTE VACCINO INTERO UHT,2019-09-03T22:00:00Z,2019-09-03T22:00:00Z,CASTIGLIONE DELLE STIVIERE,MN,CS-137,n.r.,BQ/L,,,,,,,,,,,,,,,,
LATTE,LATTE VACCINO INTERO UHT,2019-09-03T22:00:00Z,2019-09-03T22:00:00Z,CASTIGLIONE DELLE STIVIERE,MN,K-40,47.4,BQ/L,,,,,,,,,,,,,,,,
LATTE,LATTE VACCINO INTERO UHT,2019-09-03T22:00:00Z,2019-09-03T22:00:00Z,CASTIGLIONE DELLE STIVIERE,MN,K-40,49.3,BQ/L,,,,,,,,,,,,,,,,
LATTE,LATTE VACCINO INTERO UHT,2019-09-03T22:00:00Z,2019-09-03T22:00:00Z,CASTIGLIONE DELLE STIVIERE,MN,K-40,47.5,BQ/L,,,,,,,,,,,,,,,,
LATTE,LATTE VACCINO INTERO UHT,2019-09-30T22:00:00Z,2019-09-30T22:00:00Z,CASTIGLIONE DELLE STIVIERE,MN,CS-137,n.r.,BQ/L,,,,,,,,,,,,,,,,
LATTE,LATTE VACCINO INTERO UHT,2019-09-30T22:00:00Z,2019-09-30T22:00:00Z,CASTIGLIONE DELLE STIVIERE,MN,K-40,47.4,BQ/L,,,,,,,,,,,,,,,,
LATTE,LATTE VACCINO INTERO UHT,2019-11-05T23:00:00Z,2019-11-05T23:00:00Z,CASTIGLIONE DELLE STIVIERE,MN,CS-137,n.r.,BQ/L,,,,,,,,,,,,,,,,
LATTE,LATTE VACCINO INTERO UHT,2019-11-05T23:00:00Z,2019-11-05T23:00:00Z,CASTIGLIONE DELLE STIVIERE,MN,K-40,48.3,BQ/L,,,,,,,,,,,,,,,,
LATTE,LATTE VACCINO INTERO UHT,2019-12-02T23:00:00Z,2019-12-02T23:00:00Z,CASTIGLIONE DELLE STIVIERE,MN,CS-137,n.r.,BQ/L,,,,,,,,,,,,,,,,
LATTE,LATTE VACCINO INTERO UHT,2019-12-02T23:00:00Z,2019-12-02T23:00:00Z,CASTIGLIONE DELLE STIVIERE,MN,K-40,49.7,BQ/L,,,,,,,,,,,,,,,,
MOLLUSCHI,COZZA (Mytilus galloprovincialis),2019-05-16T01:20:00Z,2019-05-16T01:20:00Z,MILANO,MI,CS-137,n.r.,BQ/KG,,,,,,,,,,,,,,,,
MOLLUSCHI,COZZA (Mytilus galloprovincialis),2019-08-29T01:21:00Z,2019-08-29T01:21:00Z,MILANO,MI,CS-137,n.r.,BQ/KG,,,,,,,,,,,,,,,,
ORTAGGI A FRUTTO E FIORE,CARCIOFI,2019-04-16T08:40:00Z,2019-04-16T08:40:00Z,CORBETTA,MI,CS-137,n.r.,BQ/KG,,,,,,,,,,,,,,,,
ORTAGGI A FRUTTO E FIORE,CAVOLFIORI,2019-02-26T08:30:00Z,2019-02-26T08:30:00Z,MILANO,MI,CS-137,n.r.,BQ/KG,,,,,,,,,,,,,,,,
ORTAGGI A FRUTTO E FIORE,CETRIOLI,2019-10-13T22:00:00Z,2019-10-13T22:00:00Z,CREMA,CR,CS-137,n.r.,BQ/KG,,,,,,,,,,,,,,,,
ORTAGGI A FRUTTO E FIORE,POMODORI,2019-07-23T08:30:00Z,2019-07-23T08:30:00Z,MILANO,MI,CS-137,n.r.,BQ/KG,,,,,,,,,,,,,,,,
ORTAGGI A FRUTTO E FIORE,ZUCCHINE,2019-04-14T22:00:00Z,2019-04-14T22:00:00Z,CASALMAGGIORE,CR,CS-137,n.r.,BQ/KG,,,,,,,,,,,,,,,,
ORTAGGI A FRUTTO E FIORE,ZUCCHINE,2019-07-11T22:00:00Z,2019-07-11T22:00:00Z,MALAGNINO,CR,CS-137,n.r.,BQ/KG,,,,,,,,,,,,,,,,
ORTAGGI A RADICE BULBO TUBERO,CAROTE,2019-01-20T23:00:00Z,2019-01-20T23:00:00Z,CREMA,CR,CS-137,n.r.,BQ/KG,,,,,,,,,,,,,,,,
ORTAGGI A RADICE BULBO TUBERO,CIPOLLE,2019-12-04T09:15:00Z,2019-12-04T09:15:00Z,MILANO,MI,CS-137,n.r.,BQ/KG,,,,,,,,,,,,,,,,
"ORTAGGI E VEGETALI
A FOGLIA E STELO",BIETOLE,2019-02-04T09:20:00Z,2019-02-04T09:20:00Z,MILANO,MI,CS-137,n.r.,BQ/KG,,,,,,,,,,,,,,,,
"ORTAGGI E VEGETALI
A FOGLIA E STELO",CICORIA,2019-12-04T09:15:00Z,2019-12-04T09:15:00Z,MILANO,MI,CS-137,n.r.,BQ/KG,,,,,,,,,,,,,,,,
"ORTAGGI E VEGETALI
A FOGLIA E STELO",LATTUGA,2019-07-03T09:00:00Z,2019-07-03T09:00:00Z,MILANO,MI,CS-137,n.r.,BQ/KG,,,,,,,,,,,,,,,,
"ORTAGGI E VEGETALI
A FOGLIA E STELO",LATTUGA,2019-12-02T09:45:00Z,2019-12-02T09:45:00Z,GARLASCO,PV,CS-137,n.r.,BQ/KG,,,,,,,,,,,,,,,,
"ORTAGGI E VEGETALI
A FOGLIA E STELO",LATTUGA,2019-06-12T08:45:00Z,2019-06-12T08:45:00Z,MONTEBELLO DELLA BATTAGLIA,PV,CS-137,n.r.,BQ/KG,,,,,,,,,,,,,,,,
"ORTAGGI E VEGETALI
A FOGLIA E STELO",LATTUGA,2019-09-18T07:45:00Z,2019-09-18T07:45:00Z,MONTEBELLO DELLA BATTAGLIA,PV,CS-137,n.r.,BQ/KG,,,,,,,,,,,,,,,,
"ORTAGGI E VEGETALI
A FOGLIA E STELO",LATTUGA,2019-03-25T08:15:00Z,2019-03-25T08:15:00Z,PAVIA,PV,CS-137,n.r.,BQ/KG,,,,,,,,,,,,,,,,
"ORTAGGI E VEGETALI
A FOGLIA E STELO",RADICCHIO,2019-04-02T07:30:00Z,2019-04-02T07:30:00Z,RHO,MI,CS-137,n.r.,BQ/KG,,,,,,,,,,,,,,,,
PASTO COMPLETO,PASTO COMPLETO DI MENSA AZIENDALE,2019-01-21T10:30:00Z,2019-01-21T10:30:00Z,MILANO,MI,CS-137,n.r.,BQ/KG,,,,,,,,,,,,,,,,
PASTO COMPLETO,PASTO COMPLETO DI MENSA AZIENDALE,2019-01-21T10:30:00Z,2019-01-21T10:30:00Z,MILANO,MI,SR-90,0.0212,BQ/KG,,,,,,,,,,,,,,,,
PASTO COMPLETO,PASTO COMPLETO DI MENSA AZIENDALE,2019-04-02T10:00:00Z,2019-04-02T10:00:00Z,MILANO,MI,CS-137,0.134,BQ/KG,,,,,,,,,,,,,,,,
PASTO COMPLETO,PASTO COMPLETO DI MENSA AZIENDALE,2019-04-02T10:00:00Z,2019-04-02T10:00:00Z,MILANO,MI,SR-90,0.0166,BQ/KG,,,,,,,,,,,,,,,,
PASTO COMPLETO,PASTO COMPLETO DI MENSA AZIENDALE,2019-07-09T09:30:00Z,2019-07-09T09:30:00Z,MILANO,MI,CS-137,n.r.,BQ/KG,,,,,,,,,,,,,,,,
PASTO COMPLETO,PASTO COMPLETO DI MENSA AZIENDALE,2019-10-30T09:30:00Z,2019-10-30T09:30:00Z,MILANO,MI,CS-137,n.r.,BQ/KG,,,,,,,,,,,,,,,,
PESCE ACQUA DOLCE,CAVEDANO (Leuciscus cephalus),2019-10-09T22:00:00Z,2019-10-09T22:00:00Z,GARGNANO,BS,CS-137,2.32,BQ/KG,,,,,,,,,,,,,,,,
PESCE ACQUA DOLCE,LAVARELLO o COREGONE (Coregonus lavaretus),2019-07-11T08:00:00Z,2019-07-11T08:00:00Z,LAVENO-MOMBELLO,VA,CS-137,n.r.,BQ/KG,,,,,,,,,,,,,,,,
PESCE ACQUA DOLCE,LUCCIO (Esox lucius),2019-07-12T07:30:00Z,2019-07-12T07:30:00Z,LECCO,LC,CS-137,1.27,BQ/KG,,,,,,,,,,,,,,,,
PESCE ACQUA DOLCE,PIGO (Rutilus pigus),2019-08-29T10:00:00Z,2019-08-29T10:00:00Z,BELLAGIO,CO,CS-137,n.r.,BQ/KG,,,,,,,,,,,,,,,,
PESCE ACQUA DOLCE,PIGO (Rutilus pigus),2019-04-01T08:00:00Z,2019-04-01T08:00:00Z,LEZZENO,CO,CS-137,n.r.,BQ/KG,,,,,,,,,,,,,,,,
PESCE ACQUA DOLCE,RUTILO o GARDON (Rutilus rutilus),2019-06-25T07:30:00Z,2019-06-25T07:30:00Z,SESTO CALENDE,VA,CS-137,n.r.,BQ/KG,,,,,,,,,,,,,,,,
