,BACINO IDROGRAFICO,LAGO,CORPO IDRICO,PROVINCIA,COMUNE,COORD X,COORD Y,Codice Stazione,Descrizione Profondità,Profondità,DATA CAMPIONAMENTO,PARAMETRO,CAS,UM,VALORE,ParameterIdentificationSystem
816,Oglio,IDRO,IT03POOG3CH2LN1LO,BS,ANFO,617507,5070348,POOG3CH2LN1lo1,Lago-d-Idro-ipolimnio-superiore,30.0,2019-08-07,Durezza (totale),20001,mg-L-CaCO3,171.0,CAS
817,Oglio,IDRO,IT03POOG3CH2LN1LO,BS,ANFO,617507,5070348,POOG3CH2LN1lo1,Lago-d-Idro-ipolimnio-superiore,30.0,2019-08-07,Fluoruri,16984-48-8,µg-L,lt-250,CAS
818,Oglio,IDRO,IT03POOG3CH2LN1LO,BS,ANFO,617507,5070348,POOG3CH2LN1lo1,Lago-d-Idro-ipolimnio-superiore,30.0,2019-08-07,Fosforo Totale,7723-14-0,µg-L-P,72.0,CAS
819,Oglio,IDRO,IT03POOG3CH2LN1LO,BS,ANFO,617507,5070348,POOG3CH2LN1lo1,Lago-d-Idro-ipolimnio-superiore,30.0,2019-08-07,Magnesio,7439-95-4,mg-L,10.0,CAS
820,Oglio,IDRO,IT03POOG3CH2LN1LO,BS,ANFO,617507,5070348,POOG3CH2LN1lo1,Lago-d-Idro-ipolimnio-superiore,30.0,2019-08-07,Mercurio,7439-97-6,µg-L,lt-0.03,CAS
821,Oglio,IDRO,IT03POOG3CH2LN1LO,BS,ANFO,617507,5070348,POOG3CH2LN1lo1,Lago-d-Idro-ipolimnio-superiore,30.0,2019-08-07,Nichel,7440-02-0,µg-L,lt-2,CAS
822,Oglio,IDRO,IT03POOG3CH2LN1LO,BS,ANFO,617507,5070348,POOG3CH2LN1lo1,Lago-d-Idro-ipolimnio-superiore,30.0,2019-08-07,Ortofosfato,14265-44-2,µg-L-P,59.0,CAS
823,Oglio,IDRO,IT03POOG3CH2LN1LO,BS,ANFO,617507,5070348,POOG3CH2LN1lo1,Lago-d-Idro-ipolimnio-superiore,30.0,2019-08-07,Ossigeno % di saturazione,3131-01-9,%-sat.,25.9,WISE
824,Oglio,IDRO,IT03POOG3CH2LN1LO,BS,ANFO,617507,5070348,POOG3CH2LN1lo1,Lago-d-Idro-ipolimnio-superiore,30.0,2019-08-07,Ossigeno disciolto,7782-44-7,mg-L-O2,3.1,CAS
825,Oglio,IDRO,IT03POOG3CH2LN1LO,BS,ANFO,617507,5070348,POOG3CH2LN1lo1,Lago-d-Idro-ipolimnio-superiore,30.0,2019-08-07,pH,12408-02-5,pH,7.6,CAS
826,Oglio,IDRO,IT03POOG3CH2LN1LO,BS,ANFO,617507,5070348,POOG3CH2LN1lo1,Lago-d-Idro-ipolimnio-superiore,30.0,2019-08-07,Piombo,7439-92-1,µg-L,lt-1,CAS
827,Oglio,IDRO,IT03POOG3CH2LN1LO,BS,ANFO,617507,5070348,POOG3CH2LN1lo1,Lago-d-Idro-ipolimnio-superiore,30.0,2019-08-07,Potassio,7440-09-7,mg-L,1.0,CAS
828,Oglio,IDRO,IT03POOG3CH2LN1LO,BS,ANFO,617507,5070348,POOG3CH2LN1lo1,Lago-d-Idro-ipolimnio-superiore,30.0,2019-08-07,Rame,7440-50-8,µg-L,lt-2,CAS
829,Oglio,IDRO,IT03POOG3CH2LN1LO,BS,ANFO,617507,5070348,POOG3CH2LN1lo1,Lago-d-Idro-ipolimnio-superiore,30.0,2019-08-07,Silicati reattivi,1344-09-8,mg-L-SiO2,4.74,CAS
830,Oglio,IDRO,IT03POOG3CH2LN1LO,BS,ANFO,617507,5070348,POOG3CH2LN1lo1,Lago-d-Idro-ipolimnio-superiore,30.0,2019-08-07,Sodio,7440-23-5,mg-L,1.0,CAS
831,Oglio,IDRO,IT03POOG3CH2LN1LO,BS,ANFO,617507,5070348,POOG3CH2LN1lo1,Lago-d-Idro-ipolimnio-superiore,30.0,2019-08-07,Solfati,14808-79-8,mg-L-SO4,67.0,CAS
832,Oglio,IDRO,IT03POOG3CH2LN1LO,BS,ANFO,617507,5070348,POOG3CH2LN1lo1,Lago-d-Idro-ipolimnio-superiore,30.0,2019-08-07,Temperatura acqua,3121-01-5,°C,7.3,WISE
833,Oglio,IDRO,IT03POOG3CH2LN1LO,BS,ANFO,617507,5070348,POOG3CH2LN1lo1,Lago-d-Idro-ipolimnio-superiore,30.0,2019-08-07,Zinco,7440-66-6,µg-L,lt-10,CAS
834,Oglio,IDRO,IT03POOG3CH2LN1LO,BS,ANFO,617507,5070348,POOG3CH2LN1lo1,Lago-d-Idro-ipolimnio-superiore,25.0,2019-09-17,Alcalinità,71-52-3,meq-L,NV,CAS
835,Oglio,IDRO,IT03POOG3CH2LN1LO,BS,ANFO,617507,5070348,POOG3CH2LN1lo1,Lago-d-Idro-ipolimnio-superiore,25.0,2019-09-17,Arsenico,7440-38-2,µg-L,lt-1,CAS
836,Oglio,IDRO,IT03POOG3CH2LN1LO,BS,ANFO,617507,5070348,POOG3CH2LN1lo1,Lago-d-Idro-ipolimnio-superiore,25.0,2019-09-17,Azoto ammoniacale,14798-03-9,mg-L-N,lt-0.08,CAS
837,Oglio,IDRO,IT03POOG3CH2LN1LO,BS,ANFO,617507,5070348,POOG3CH2LN1lo1,Lago-d-Idro-ipolimnio-superiore,25.0,2019-09-17,Azoto nitrico,14797-55-8,mg-L-N,0.59,CAS
838,Oglio,IDRO,IT03POOG3CH2LN1LO,BS,ANFO,617507,5070348,POOG3CH2LN1lo1,Lago-d-Idro-ipolimnio-superiore,25.0,2019-09-17,Azoto nitroso,14797-65-0,mg-L-N,lt-0.0015,CAS
839,Oglio,IDRO,IT03POOG3CH2LN1LO,BS,ANFO,617507,5070348,POOG3CH2LN1lo1,Lago-d-Idro-ipolimnio-superiore,25.0,2019-09-17,Azoto Totale,17778-88-0,mg-L-N,0.77,CAS
840,Oglio,IDRO,IT03POOG3CH2LN1LO,BS,ANFO,617507,5070348,POOG3CH2LN1lo1,Lago-d-Idro-ipolimnio-superiore,25.0,2019-09-17,Cadmio,7440-43-9,µg-L,lt-0.04,CAS
841,Oglio,IDRO,IT03POOG3CH2LN1LO,BS,ANFO,617507,5070348,POOG3CH2LN1lo1,Lago-d-Idro-ipolimnio-superiore,25.0,2019-09-17,Calcio,7440-70-2,mg-L,42.8,CAS
842,Oglio,IDRO,IT03POOG3CH2LN1LO,BS,ANFO,617507,5070348,POOG3CH2LN1lo1,Lago-d-Idro-ipolimnio-superiore,25.0,2019-09-17,Cloruri,16887-00-6,mg-L-Cl,1.7,CAS
843,Oglio,IDRO,IT03POOG3CH2LN1LO,BS,ANFO,617507,5070348,POOG3CH2LN1lo1,Lago-d-Idro-ipolimnio-superiore,25.0,2019-09-17,Conducibilità elettrica a 20°C,3142-01-6,µS-cm,314.0,WISE
844,Oglio,IDRO,IT03POOG3CH2LN1LO,BS,ANFO,617507,5070348,POOG3CH2LN1lo1,Lago-d-Idro-ipolimnio-superiore,25.0,2019-09-17,Cromo totale,7440-47-3,µg-L,lt-2,CAS
845,Oglio,IDRO,IT03POOG3CH2LN1LO,BS,ANFO,617507,5070348,POOG3CH2LN1lo1,Lago-d-Idro-ipolimnio-superiore,25.0,2019-09-17,Durezza (totale),20001,mg-L-CaCO3,136.0,CAS
846,Oglio,IDRO,IT03POOG3CH2LN1LO,BS,ANFO,617507,5070348,POOG3CH2LN1lo1,Lago-d-Idro-ipolimnio-superiore,25.0,2019-09-17,Fluoruri,16984-48-8,µg-L,lt-250,CAS
847,Oglio,IDRO,IT03POOG3CH2LN1LO,BS,ANFO,617507,5070348,POOG3CH2LN1lo1,Lago-d-Idro-ipolimnio-superiore,25.0,2019-09-17,Fosforo Totale,7723-14-0,µg-L-P,29.0,CAS
848,Oglio,IDRO,IT03POOG3CH2LN1LO,BS,ANFO,617507,5070348,POOG3CH2LN1lo1,Lago-d-Idro-ipolimnio-superiore,25.0,2019-09-17,Magnesio,7439-95-4,mg-L,7.0,CAS
849,Oglio,IDRO,IT03POOG3CH2LN1LO,BS,ANFO,617507,5070348,POOG3CH2LN1lo1,Lago-d-Idro-ipolimnio-superiore,25.0,2019-09-17,Mercurio,7439-97-6,µg-L,lt-0.03,CAS
850,Oglio,IDRO,IT03POOG3CH2LN1LO,BS,ANFO,617507,5070348,POOG3CH2LN1lo1,Lago-d-Idro-ipolimnio-superiore,25.0,2019-09-17,Nichel,7440-02-0,µg-L,lt-2,CAS
851,Oglio,IDRO,IT03POOG3CH2LN1LO,BS,ANFO,617507,5070348,POOG3CH2LN1lo1,Lago-d-Idro-ipolimnio-superiore,25.0,2019-09-17,Ortofosfato,14265-44-2,µg-L-P,11.0,CAS
852,Oglio,IDRO,IT03POOG3CH2LN1LO,BS,ANFO,617507,5070348,POOG3CH2LN1lo1,Lago-d-Idro-ipolimnio-superiore,25.0,2019-09-17,Ossigeno % di saturazione,3131-01-9,%-sat.,29.3,WISE
853,Oglio,IDRO,IT03POOG3CH2LN1LO,BS,ANFO,617507,5070348,POOG3CH2LN1lo1,Lago-d-Idro-ipolimnio-superiore,25.0,2019-09-17,Ossigeno disciolto,7782-44-7,mg-L-O2,3.5,CAS
854,Oglio,IDRO,IT03POOG3CH2LN1LO,BS,ANFO,617507,5070348,POOG3CH2LN1lo1,Lago-d-Idro-ipolimnio-superiore,25.0,2019-09-17,pH,12408-02-5,pH,7.6,CAS
855,Oglio,IDRO,IT03POOG3CH2LN1LO,BS,ANFO,617507,5070348,POOG3CH2LN1lo1,Lago-d-Idro-ipolimnio-superiore,25.0,2019-09-17,Piombo,7439-92-1,µg-L,lt-1,CAS
856,Oglio,IDRO,IT03POOG3CH2LN1LO,BS,ANFO,617507,5070348,POOG3CH2LN1lo1,Lago-d-Idro-ipolimnio-superiore,25.0,2019-09-17,Potassio,7440-09-7,mg-L,0.7,CAS
857,Oglio,IDRO,IT03POOG3CH2LN1LO,BS,ANFO,617507,5070348,POOG3CH2LN1lo1,Lago-d-Idro-ipolimnio-superiore,25.0,2019-09-17,Rame,7440-50-8,µg-L,lt-2,CAS
858,Oglio,IDRO,IT03POOG3CH2LN1LO,BS,ANFO,617507,5070348,POOG3CH2LN1lo1,Lago-d-Idro-ipolimnio-superiore,25.0,2019-09-17,Silicati reattivi,1344-09-8,mg-L-SiO2,4.05,CAS
859,Oglio,IDRO,IT03POOG3CH2LN1LO,BS,ANFO,617507,5070348,POOG3CH2LN1lo1,Lago-d-Idro-ipolimnio-superiore,25.0,2019-09-17,Sodio,7440-23-5,mg-L,1.6,CAS
860,Oglio,IDRO,IT03POOG3CH2LN1LO,BS,ANFO,617507,5070348,POOG3CH2LN1lo1,Lago-d-Idro-ipolimnio-superiore,25.0,2019-09-17,Solfati,14808-79-8,mg-L-SO4,60.0,CAS
861,Oglio,IDRO,IT03POOG3CH2LN1LO,BS,ANFO,617507,5070348,POOG3CH2LN1lo1,Lago-d-Idro-ipolimnio-superiore,25.0,2019-09-17,Temperatura acqua,3121-01-5,°C,7.9,WISE
862,Oglio,IDRO,IT03POOG3CH2LN1LO,BS,ANFO,617507,5070348,POOG3CH2LN1lo1,Lago-d-Idro-ipolimnio-superiore,25.0,2019-09-17,Zinco,7440-66-6,µg-L,lt-10,CAS
863,Oglio,IDRO,IT03POOG3CH2LN1LO,BS,ANFO,617507,5070348,POOG3CH2LN1lo1,Lago-d-Idro-ipolimnio-superiore,25.0,2019-12-04,Alcalinità,71-52-3,meq-L,NV,CAS
864,Oglio,IDRO,IT03POOG3CH2LN1LO,BS,ANFO,617507,5070348,POOG3CH2LN1lo1,Lago-d-Idro-ipolimnio-superiore,25.0,2019-12-04,Arsenico,7440-38-2,µg-L,lt-1,CAS
865,Oglio,IDRO,IT03POOG3CH2LN1LO,BS,ANFO,617507,5070348,POOG3CH2LN1lo1,Lago-d-Idro-ipolimnio-superiore,25.0,2019-12-04,Azoto ammoniacale,14798-03-9,mg-L-N,0.019,CAS
866,Oglio,IDRO,IT03POOG3CH2LN1LO,BS,ANFO,617507,5070348,POOG3CH2LN1lo1,Lago-d-Idro-ipolimnio-superiore,25.0,2019-12-04,Azoto nitrico,14797-55-8,mg-L-N,0.61,CAS
867,Oglio,IDRO,IT03POOG3CH2LN1LO,BS,ANFO,617507,5070348,POOG3CH2LN1lo1,Lago-d-Idro-ipolimnio-superiore,25.0,2019-12-04,Azoto nitroso,14797-65-0,mg-L-N,lt-0.0015,CAS
868,Oglio,IDRO,IT03POOG3CH2LN1LO,BS,ANFO,617507,5070348,POOG3CH2LN1lo1,Lago-d-Idro-ipolimnio-superiore,25.0,2019-12-04,Azoto Totale,17778-88-0,mg-L-N,0.98,CAS
869,Oglio,IDRO,IT03POOG3CH2LN1LO,BS,ANFO,617507,5070348,POOG3CH2LN1lo1,Lago-d-Idro-ipolimnio-superiore,25.0,2019-12-04,Cadmio,7440-43-9,µg-L,0.04,CAS
870,Oglio,IDRO,IT03POOG3CH2LN1LO,BS,ANFO,617507,5070348,POOG3CH2LN1lo1,Lago-d-Idro-ipolimnio-superiore,25.0,2019-12-04,Calcio,7440-70-2,mg-L,45.0,CAS
871,Oglio,IDRO,IT03POOG3CH2LN1LO,BS,ANFO,617507,5070348,POOG3CH2LN1lo1,Lago-d-Idro-ipolimnio-superiore,25.0,2019-12-04,Cloruri,16887-00-6,mg-L-Cl,1.9,CAS
872,Oglio,IDRO,IT03POOG3CH2LN1LO,BS,ANFO,617507,5070348,POOG3CH2LN1lo1,Lago-d-Idro-ipolimnio-superiore,25.0,2019-12-04,Conducibilità elettrica a 20°C,3142-01-6,µS-cm,275.0,WISE
873,Oglio,IDRO,IT03POOG3CH2LN1LO,BS,ANFO,617507,5070348,POOG3CH2LN1lo1,Lago-d-Idro-ipolimnio-superiore,25.0,2019-12-04,Cromo totale,7440-47-3,µg-L,lt-2,CAS
874,Oglio,IDRO,IT03POOG3CH2LN1LO,BS,ANFO,617507,5070348,POOG3CH2LN1lo1,Lago-d-Idro-ipolimnio-superiore,25.0,2019-12-04,Durezza (totale),20001,mg-L-CaCO3,162.0,CAS
875,Oglio,IDRO,IT03POOG3CH2LN1LO,BS,ANFO,617507,5070348,POOG3CH2LN1lo1,Lago-d-Idro-ipolimnio-superiore,25.0,2019-12-04,Fluoruri,16984-48-8,µg-L,lt-250,CAS
876,Oglio,IDRO,IT03POOG3CH2LN1LO,BS,ANFO,617507,5070348,POOG3CH2LN1lo1,Lago-d-Idro-ipolimnio-superiore,25.0,2019-12-04,Fosforo Totale,7723-14-0,µg-L-P,28.0,CAS
877,Oglio,IDRO,IT03POOG3CH2LN1LO,BS,ANFO,617507,5070348,POOG3CH2LN1lo1,Lago-d-Idro-ipolimnio-superiore,25.0,2019-12-04,Magnesio,7439-95-4,mg-L,12.0,CAS
878,Oglio,IDRO,IT03POOG3CH2LN1LO,BS,ANFO,617507,5070348,POOG3CH2LN1lo1,Lago-d-Idro-ipolimnio-superiore,25.0,2019-12-04,Mercurio,7439-97-6,µg-L,lt-0.03,CAS
879,Oglio,IDRO,IT03POOG3CH2LN1LO,BS,ANFO,617507,5070348,POOG3CH2LN1lo1,Lago-d-Idro-ipolimnio-superiore,25.0,2019-12-04,Nichel,7440-02-0,µg-L,2.0,CAS
880,Oglio,IDRO,IT03POOG3CH2LN1LO,BS,ANFO,617507,5070348,POOG3CH2LN1lo1,Lago-d-Idro-ipolimnio-superiore,25.0,2019-12-04,Ortofosfato,14265-44-2,µg-L-P,12.0,CAS
881,Oglio,IDRO,IT03POOG3CH2LN1LO,BS,ANFO,617507,5070348,POOG3CH2LN1lo1,Lago-d-Idro-ipolimnio-superiore,25.0,2019-12-04,Ossigeno % di saturazione,3131-01-9,%-sat.,75.6,WISE
882,Oglio,IDRO,IT03POOG3CH2LN1LO,BS,ANFO,617507,5070348,POOG3CH2LN1lo1,Lago-d-Idro-ipolimnio-superiore,25.0,2019-12-04,Ossigeno disciolto,7782-44-7,mg-L-O2,8.9,CAS
883,Oglio,IDRO,IT03POOG3CH2LN1LO,BS,ANFO,617507,5070348,POOG3CH2LN1lo1,Lago-d-Idro-ipolimnio-superiore,25.0,2019-12-04,pH,12408-02-5,pH,7.7,CAS
884,Oglio,IDRO,IT03POOG3CH2LN1LO,BS,ANFO,617507,5070348,POOG3CH2LN1lo1,Lago-d-Idro-ipolimnio-superiore,25.0,2019-12-04,Piombo,7439-92-1,µg-L,lt-1,CAS
885,Oglio,IDRO,IT03POOG3CH2LN1LO,BS,ANFO,617507,5070348,POOG3CH2LN1lo1,Lago-d-Idro-ipolimnio-superiore,25.0,2019-12-04,Potassio,7440-09-7,mg-L,0.9,CAS
886,Oglio,IDRO,IT03POOG3CH2LN1LO,BS,ANFO,617507,5070348,POOG3CH2LN1lo1,Lago-d-Idro-ipolimnio-superiore,25.0,2019-12-04,Rame,7440-50-8,µg-L,NV,CAS
887,Oglio,IDRO,IT03POOG3CH2LN1LO,BS,ANFO,617507,5070348,POOG3CH2LN1lo1,Lago-d-Idro-ipolimnio-superiore,25.0,2019-12-04,Silicati reattivi,1344-09-8,mg-L-SiO2,4.86,CAS
888,Oglio,IDRO,IT03POOG3CH2LN1LO,BS,ANFO,617507,5070348,POOG3CH2LN1lo1,Lago-d-Idro-ipolimnio-superiore,25.0,2019-12-04,Sodio,7440-23-5,mg-L,2.0,CAS
889,Oglio,IDRO,IT03POOG3CH2LN1LO,BS,ANFO,617507,5070348,POOG3CH2LN1lo1,Lago-d-Idro-ipolimnio-superiore,25.0,2019-12-04,Solfati,14808-79-8,mg-L-SO4,53.0,CAS
890,Oglio,IDRO,IT03POOG3CH2LN1LO,BS,ANFO,617507,5070348,POOG3CH2LN1lo1,Lago-d-Idro-ipolimnio-superiore,25.0,2019-12-04,Temperatura acqua,3121-01-5,°C,8.2,WISE
891,Oglio,IDRO,IT03POOG3CH2LN1LO,BS,ANFO,617507,5070348,POOG3CH2LN1lo1,Lago-d-Idro-ipolimnio-superiore,25.0,2019-12-04,Zinco,7440-66-6,µg-L,NV,CAS
892,Oglio,IDRO,IT03POOG3CH2LN1LO,BS,ANFO,617507,5070348,POOG3CH2LN1lo1,Lago-d-Idro-chemoclinio,50.0,2019-03-12,Alcalinità,71-52-3,meq-L,NV,CAS
893,Oglio,IDRO,IT03POOG3CH2LN1LO,BS,ANFO,617507,5070348,POOG3CH2LN1lo1,Lago-d-Idro-chemoclinio,50.0,2019-03-12,Arsenico,7440-38-2,µg-L,lt-1,CAS
894,Oglio,IDRO,IT03POOG3CH2LN1LO,BS,ANFO,617507,5070348,POOG3CH2LN1lo1,Lago-d-Idro-chemoclinio,50.0,2019-03-12,Azoto ammoniacale,14798-03-9,mg-L-N,0.856,CAS
895,Oglio,IDRO,IT03POOG3CH2LN1LO,BS,ANFO,617507,5070348,POOG3CH2LN1lo1,Lago-d-Idro-chemoclinio,50.0,2019-03-12,Azoto nitrico,14797-55-8,mg-L-N,lt-0.25,CAS
896,Oglio,IDRO,IT03POOG3CH2LN1LO,BS,ANFO,617507,5070348,POOG3CH2LN1lo1,Lago-d-Idro-chemoclinio,50.0,2019-03-12,Azoto nitroso,14797-65-0,mg-L-N,lt-0.0015,CAS
897,Oglio,IDRO,IT03POOG3CH2LN1LO,BS,ANFO,617507,5070348,POOG3CH2LN1lo1,Lago-d-Idro-chemoclinio,50.0,2019-03-12,Azoto Totale,17778-88-0,mg-L-N,1.01,CAS
898,Oglio,IDRO,IT03POOG3CH2LN1LO,BS,ANFO,617507,5070348,POOG3CH2LN1lo1,Lago-d-Idro-chemoclinio,50.0,2019-03-12,Cadmio,7440-43-9,µg-L,lt-0.04,CAS
899,Oglio,IDRO,IT03POOG3CH2LN1LO,BS,ANFO,617507,5070348,POOG3CH2LN1lo1,Lago-d-Idro-chemoclinio,50.0,2019-03-12,Calcio,7440-70-2,mg-L,56.0,CAS
900,Oglio,IDRO,IT03POOG3CH2LN1LO,BS,ANFO,617507,5070348,POOG3CH2LN1lo1,Lago-d-Idro-chemoclinio,50.0,2019-03-12,Cloruri,16887-00-6,mg-L-Cl,1.5,CAS
901,Oglio,IDRO,IT03POOG3CH2LN1LO,BS,ANFO,617507,5070348,POOG3CH2LN1lo1,Lago-d-Idro-chemoclinio,50.0,2019-03-12,Conducibilità elettrica a 20°C,3142-01-6,µS-cm,408.0,WISE
902,Oglio,IDRO,IT03POOG3CH2LN1LO,BS,ANFO,617507,5070348,POOG3CH2LN1lo1,Lago-d-Idro-chemoclinio,50.0,2019-03-12,Cromo totale,7440-47-3,µg-L,lt-2,CAS
903,Oglio,IDRO,IT03POOG3CH2LN1LO,BS,ANFO,617507,5070348,POOG3CH2LN1lo1,Lago-d-Idro-chemoclinio,50.0,2019-03-12,Durezza (totale),20001,mg-L-CaCO3,201.0,CAS
904,Oglio,IDRO,IT03POOG3CH2LN1LO,BS,ANFO,617507,5070348,POOG3CH2LN1lo1,Lago-d-Idro-chemoclinio,50.0,2019-03-12,Fosforo Totale,7723-14-0,µg-L-P,212.0,CAS
905,Oglio,IDRO,IT03POOG3CH2LN1LO,BS,ANFO,617507,5070348,POOG3CH2LN1lo1,Lago-d-Idro-chemoclinio,50.0,2019-03-12,Magnesio,7439-95-4,mg-L,15.0,CAS
906,Oglio,IDRO,IT03POOG3CH2LN1LO,BS,ANFO,617507,5070348,POOG3CH2LN1lo1,Lago-d-Idro-chemoclinio,50.0,2019-03-12,Mercurio,7439-97-6,µg-L,lt-0.03,CAS
907,Oglio,IDRO,IT03POOG3CH2LN1LO,BS,ANFO,617507,5070348,POOG3CH2LN1lo1,Lago-d-Idro-chemoclinio,50.0,2019-03-12,Nichel,7440-02-0,µg-L,lt-2,CAS
908,Oglio,IDRO,IT03POOG3CH2LN1LO,BS,ANFO,617507,5070348,POOG3CH2LN1lo1,Lago-d-Idro-chemoclinio,50.0,2019-03-12,Ortofosfato,14265-44-2,µg-L-P,210.0,CAS
909,Oglio,IDRO,IT03POOG3CH2LN1LO,BS,ANFO,617507,5070348,POOG3CH2LN1lo1,Lago-d-Idro-chemoclinio,50.0,2019-03-12,Ossigeno % di saturazione,3131-01-9,%-sat.,6.9,WISE
910,Oglio,IDRO,IT03POOG3CH2LN1LO,BS,ANFO,617507,5070348,POOG3CH2LN1lo1,Lago-d-Idro-chemoclinio,50.0,2019-03-12,Ossigeno disciolto,7782-44-7,mg-L-O2,0.8,CAS
911,Oglio,IDRO,IT03POOG3CH2LN1LO,BS,ANFO,617507,5070348,POOG3CH2LN1lo1,Lago-d-Idro-chemoclinio,50.0,2019-03-12,pH,12408-02-5,pH,7.4,CAS
912,Oglio,IDRO,IT03POOG3CH2LN1LO,BS,ANFO,617507,5070348,POOG3CH2LN1lo1,Lago-d-Idro-chemoclinio,50.0,2019-03-12,Piombo,7439-92-1,µg-L,lt-1,CAS
913,Oglio,IDRO,IT03POOG3CH2LN1LO,BS,ANFO,617507,5070348,POOG3CH2LN1lo1,Lago-d-Idro-chemoclinio,50.0,2019-03-12,Potassio,7440-09-7,mg-L,lt-0.5,CAS
914,Oglio,IDRO,IT03POOG3CH2LN1LO,BS,ANFO,617507,5070348,POOG3CH2LN1lo1,Lago-d-Idro-chemoclinio,50.0,2019-03-12,Rame,7440-50-8,µg-L,lt-2,CAS
915,Oglio,IDRO,IT03POOG3CH2LN1LO,BS,ANFO,617507,5070348,POOG3CH2LN1lo1,Lago-d-Idro-chemoclinio,50.0,2019-03-12,Silicati reattivi,1344-09-8,mg-L-SiO2,8.4,CAS
916,Oglio,IDRO,IT03POOG3CH2LN1LO,BS,ANFO,617507,5070348,POOG3CH2LN1lo1,Lago-d-Idro-chemoclinio,50.0,2019-03-12,Sodio,7440-23-5,mg-L,1.0,CAS
917,Oglio,IDRO,IT03POOG3CH2LN1LO,BS,ANFO,617507,5070348,POOG3CH2LN1lo1,Lago-d-Idro-chemoclinio,50.0,2019-03-12,Solfati,14808-79-8,mg-L-SO4,87.0,CAS
918,Oglio,IDRO,IT03POOG3CH2LN1LO,BS,ANFO,617507,5070348,POOG3CH2LN1lo1,Lago-d-Idro-chemoclinio,50.0,2019-03-12,Temperatura acqua,3121-01-5,°C,7.0,WISE
919,Oglio,IDRO,IT03POOG3CH2LN1LO,BS,ANFO,617507,5070348,POOG3CH2LN1lo1,Lago-d-Idro-chemoclinio,50.0,2019-03-12,Zinco,7440-66-6,µg-L,lt-10,CAS
920,Oglio,IDRO,IT03POOG3CH2LN1LO,BS,ANFO,617507,5070348,POOG3CH2LN1lo1,Lago-d-Idro-chemoclinio,45.0,2019-04-10,Alcalinità,71-52-3,meq-L,NV,CAS
921,Oglio,IDRO,IT03POOG3CH2LN1LO,BS,ANFO,617507,5070348,POOG3CH2LN1lo1,Lago-d-Idro-chemoclinio,45.0,2019-04-10,Arsenico,7440-38-2,µg-L,lt-1,CAS
922,Oglio,IDRO,IT03POOG3CH2LN1LO,BS,ANFO,617507,5070348,POOG3CH2LN1lo1,Lago-d-Idro-chemoclinio,45.0,2019-04-10,Azoto ammoniacale,14798-03-9,mg-L-N,0.609,CAS
923,Oglio,IDRO,IT03POOG3CH2LN1LO,BS,ANFO,617507,5070348,POOG3CH2LN1lo1,Lago-d-Idro-chemoclinio,45.0,2019-04-10,Azoto nitrico,14797-55-8,mg-L-N,lt-0.25,CAS
924,Oglio,IDRO,IT03POOG3CH2LN1LO,BS,ANFO,617507,5070348,POOG3CH2LN1lo1,Lago-d-Idro-chemoclinio,45.0,2019-04-10,Azoto nitroso,14797-65-0,mg-L-N,lt-0.0015,CAS
925,Oglio,IDRO,IT03POOG3CH2LN1LO,BS,ANFO,617507,5070348,POOG3CH2LN1lo1,Lago-d-Idro-chemoclinio,45.0,2019-04-10,Azoto Totale,17778-88-0,mg-L-N,0.86,CAS
926,Oglio,IDRO,IT03POOG3CH2LN1LO,BS,ANFO,617507,5070348,POOG3CH2LN1lo1,Lago-d-Idro-chemoclinio,45.0,2019-04-10,Cadmio,7440-43-9,µg-L,lt-0.04,CAS
927,Oglio,IDRO,IT03POOG3CH2LN1LO,BS,ANFO,617507,5070348,POOG3CH2LN1lo1,Lago-d-Idro-chemoclinio,45.0,2019-04-10,Calcio,7440-70-2,mg-L,50.0,CAS
928,Oglio,IDRO,IT03POOG3CH2LN1LO,BS,ANFO,617507,5070348,POOG3CH2LN1lo1,Lago-d-Idro-chemoclinio,45.0,2019-04-10,Cloruri,16887-00-6,mg-L-Cl,1.5,CAS
929,Oglio,IDRO,IT03POOG3CH2LN1LO,BS,ANFO,617507,5070348,POOG3CH2LN1lo1,Lago-d-Idro-chemoclinio,45.0,2019-04-10,Conducibilità elettrica a 20°C,3142-01-6,µS-cm,367.0,WISE
930,Oglio,IDRO,IT03POOG3CH2LN1LO,BS,ANFO,617507,5070348,POOG3CH2LN1lo1,Lago-d-Idro-chemoclinio,45.0,2019-04-10,Cromo totale,7440-47-3,µg-L,lt-2,CAS
931,Oglio,IDRO,IT03POOG3CH2LN1LO,BS,ANFO,617507,5070348,POOG3CH2LN1lo1,Lago-d-Idro-chemoclinio,45.0,2019-04-10,Durezza (totale),20001,mg-L-CaCO3,178.0,CAS
932,Oglio,IDRO,IT03POOG3CH2LN1LO,BS,ANFO,617507,5070348,POOG3CH2LN1lo1,Lago-d-Idro-chemoclinio,45.0,2019-04-10,Fluoruri,16984-48-8,µg-L,lt-250,CAS
933,Oglio,IDRO,IT03POOG3CH2LN1LO,BS,ANFO,617507,5070348,POOG3CH2LN1lo1,Lago-d-Idro-chemoclinio,45.0,2019-04-10,Fosforo Totale,7723-14-0,µg-L-P,172.0,CAS
934,Oglio,IDRO,IT03POOG3CH2LN1LO,BS,ANFO,617507,5070348,POOG3CH2LN1lo1,Lago-d-Idro-chemoclinio,45.0,2019-04-10,Magnesio,7439-95-4,mg-L,13.0,CAS
