,BACINO IDROGRAFICO,LAGO,CORPO IDRICO,PROVINCIA,COMUNE,COORD X,COORD Y,Codice Stazione,Descrizione Profondità,Profondità,DATA CAMPIONAMENTO,PARAMETRO,CAS,UM,VALORE,ParameterIdentificationSystem
225,Oglio,ENDINE,IT03POOG3CE2LN1LO,BG,Endine-Gaiano,573578,5070552,POOG3CE2LN1lo1,Lago-di-Endine-superficie,0.5,2019-08-26,Calcio,7440-70-2,mg-L,40.0,CAS
226,Oglio,ENDINE,IT03POOG3CE2LN1LO,BG,Endine-Gaiano,573578,5070552,POOG3CE2LN1lo1,Lago-di-Endine-superficie,0.5,2019-08-26,Cloruri,16887-00-6,mg-L-Cl,5.6,CAS
227,Oglio,ENDINE,IT03POOG3CE2LN1LO,BG,Endine-Gaiano,573578,5070552,POOG3CE2LN1lo1,Lago-di-Endine-superficie,0.5,2019-08-26,Conducibilità elettrica a 20°C,3142-01-6,µS-cm,276.0,WISE
228,Oglio,ENDINE,IT03POOG3CE2LN1LO,BG,Endine-Gaiano,573578,5070552,POOG3CE2LN1lo1,Lago-di-Endine-superficie,0.5,2019-08-26,Cromo totale,7440-47-3,µg-L,lt-2,CAS
229,Oglio,ENDINE,IT03POOG3CE2LN1LO,BG,Endine-Gaiano,573578,5070552,POOG3CE2LN1lo1,Lago-di-Endine-superficie,0.5,2019-08-26,Durezza (totale),20001,mg-L-CaCO3,148.0,CAS
230,Oglio,ENDINE,IT03POOG3CE2LN1LO,BG,Endine-Gaiano,573578,5070552,POOG3CE2LN1lo1,Lago-di-Endine-superficie,0.5,2019-08-26,Fluoruri,16984-48-8,µg-L,lt-500,CAS
231,Oglio,ENDINE,IT03POOG3CE2LN1LO,BG,Endine-Gaiano,573578,5070552,POOG3CE2LN1lo1,Lago-di-Endine-superficie,0.5,2019-08-26,Fosforo Totale,7723-14-0,µg-L-P,21.0,CAS
232,Oglio,ENDINE,IT03POOG3CE2LN1LO,BG,Endine-Gaiano,573578,5070552,POOG3CE2LN1lo1,Lago-di-Endine-superficie,0.5,2019-08-26,Magnesio,7439-95-4,mg-L,12.0,CAS
233,Oglio,ENDINE,IT03POOG3CE2LN1LO,BG,Endine-Gaiano,573578,5070552,POOG3CE2LN1lo1,Lago-di-Endine-superficie,0.5,2019-08-26,Mercurio,7439-97-6,µg-L,lt-0.03,CAS
234,Oglio,ENDINE,IT03POOG3CE2LN1LO,BG,Endine-Gaiano,573578,5070552,POOG3CE2LN1lo1,Lago-di-Endine-superficie,0.5,2019-08-26,Nichel,7440-02-0,µg-L,lt-2,CAS
235,Oglio,ENDINE,IT03POOG3CE2LN1LO,BG,Endine-Gaiano,573578,5070552,POOG3CE2LN1lo1,Lago-di-Endine-superficie,0.5,2019-08-26,Ortofosfato,14265-44-2,µg-L-P,lt-4,CAS
236,Oglio,ENDINE,IT03POOG3CE2LN1LO,BG,Endine-Gaiano,573578,5070552,POOG3CE2LN1lo1,Lago-di-Endine-superficie,0.5,2019-08-26,Ossigeno % di saturazione,3131-01-9,%-sat.,114.0,WISE
237,Oglio,ENDINE,IT03POOG3CE2LN1LO,BG,Endine-Gaiano,573578,5070552,POOG3CE2LN1lo1,Lago-di-Endine-superficie,0.5,2019-08-26,Ossigeno disciolto,7782-44-7,mg-L-O2,9.4,CAS
238,Oglio,ENDINE,IT03POOG3CE2LN1LO,BG,Endine-Gaiano,573578,5070552,POOG3CE2LN1lo1,Lago-di-Endine-superficie,0.5,2019-08-26,pH,12408-02-5,pH,8.5,CAS
239,Oglio,ENDINE,IT03POOG3CE2LN1LO,BG,Endine-Gaiano,573578,5070552,POOG3CE2LN1lo1,Lago-di-Endine-superficie,0.5,2019-08-26,Piombo,7439-92-1,µg-L,2.0,CAS
240,Oglio,ENDINE,IT03POOG3CE2LN1LO,BG,Endine-Gaiano,573578,5070552,POOG3CE2LN1lo1,Lago-di-Endine-superficie,0.5,2019-08-26,Potassio,7440-09-7,mg-L,0.8,CAS
241,Oglio,ENDINE,IT03POOG3CE2LN1LO,BG,Endine-Gaiano,573578,5070552,POOG3CE2LN1lo1,Lago-di-Endine-superficie,0.5,2019-08-26,Rame,7440-50-8,µg-L,lt-5,CAS
242,Oglio,ENDINE,IT03POOG3CE2LN1LO,BG,Endine-Gaiano,573578,5070552,POOG3CE2LN1lo1,Lago-di-Endine-superficie,0.5,2019-08-26,Silicati reattivi,1344-09-8,mg-L-SiO2,7.4,CAS
243,Oglio,ENDINE,IT03POOG3CE2LN1LO,BG,Endine-Gaiano,573578,5070552,POOG3CE2LN1lo1,Lago-di-Endine-superficie,0.5,2019-08-26,Sodio,7440-23-5,mg-L,4.4,CAS
244,Oglio,ENDINE,IT03POOG3CE2LN1LO,BG,Endine-Gaiano,573578,5070552,POOG3CE2LN1lo1,Lago-di-Endine-superficie,0.5,2019-08-26,Solfati,14808-79-8,mg-L-SO4,12.0,CAS
245,Oglio,ENDINE,IT03POOG3CE2LN1LO,BG,Endine-Gaiano,573578,5070552,POOG3CE2LN1lo1,Lago-di-Endine-superficie,0.5,2019-08-26,Temperatura acqua,3121-01-5,°C,25.3,WISE
246,Oglio,ENDINE,IT03POOG3CE2LN1LO,BG,Endine-Gaiano,573578,5070552,POOG3CE2LN1lo1,Lago-di-Endine-superficie,0.5,2019-08-26,Trasparenza (disco di Secchi),10062,m,1.6,CAS
247,Oglio,ENDINE,IT03POOG3CE2LN1LO,BG,Endine-Gaiano,573578,5070552,POOG3CE2LN1lo1,Lago-di-Endine-superficie,0.5,2019-08-26,Zinco,7440-66-6,µg-L,lt-20,CAS
248,Oglio,ENDINE,IT03POOG3CE2LN1LO,BG,Endine-Gaiano,573578,5070552,POOG3CE2LN1lo1,Lago-di-Endine-superficie,0.5,2019-10-21,Alcalinità,71-52-3,meq-L,2.951,CAS
249,Oglio,ENDINE,IT03POOG3CE2LN1LO,BG,Endine-Gaiano,573578,5070552,POOG3CE2LN1lo1,Lago-di-Endine-superficie,0.5,2019-10-21,Arsenico,7440-38-2,µg-L,lt-1,CAS
250,Oglio,ENDINE,IT03POOG3CE2LN1LO,BG,Endine-Gaiano,573578,5070552,POOG3CE2LN1lo1,Lago-di-Endine-superficie,0.5,2019-10-21,Azoto ammoniacale,14798-03-9,mg-L-N,0.14,CAS
251,Oglio,ENDINE,IT03POOG3CE2LN1LO,BG,Endine-Gaiano,573578,5070552,POOG3CE2LN1lo1,Lago-di-Endine-superficie,0.5,2019-10-21,Azoto nitrico,14797-55-8,mg-L-N,lt-0.25,CAS
252,Oglio,ENDINE,IT03POOG3CE2LN1LO,BG,Endine-Gaiano,573578,5070552,POOG3CE2LN1lo1,Lago-di-Endine-superficie,0.5,2019-10-21,Azoto nitroso,14797-65-0,mg-L-N,0.004,CAS
253,Oglio,ENDINE,IT03POOG3CE2LN1LO,BG,Endine-Gaiano,573578,5070552,POOG3CE2LN1lo1,Lago-di-Endine-superficie,0.5,2019-10-21,Azoto Totale,17778-88-0,mg-L-N,0.6,CAS
254,Oglio,ENDINE,IT03POOG3CE2LN1LO,BG,Endine-Gaiano,573578,5070552,POOG3CE2LN1lo1,Lago-di-Endine-superficie,0.5,2019-10-21,Cadmio,7440-43-9,µg-L,lt-0.04,CAS
255,Oglio,ENDINE,IT03POOG3CE2LN1LO,BG,Endine-Gaiano,573578,5070552,POOG3CE2LN1lo1,Lago-di-Endine-superficie,0.5,2019-10-21,Calcio,7440-70-2,mg-L,43.0,CAS
256,Oglio,ENDINE,IT03POOG3CE2LN1LO,BG,Endine-Gaiano,573578,5070552,POOG3CE2LN1lo1,Lago-di-Endine-superficie,0.5,2019-10-21,Cloruri,16887-00-6,mg-L-Cl,5.8,CAS
257,Oglio,ENDINE,IT03POOG3CE2LN1LO,BG,Endine-Gaiano,573578,5070552,POOG3CE2LN1lo1,Lago-di-Endine-superficie,0.5,2019-10-21,Conducibilità elettrica a 20°C,3142-01-6,µS-cm,292.0,WISE
258,Oglio,ENDINE,IT03POOG3CE2LN1LO,BG,Endine-Gaiano,573578,5070552,POOG3CE2LN1lo1,Lago-di-Endine-superficie,0.5,2019-10-21,Cromo totale,7440-47-3,µg-L,lt-2,CAS
259,Oglio,ENDINE,IT03POOG3CE2LN1LO,BG,Endine-Gaiano,573578,5070552,POOG3CE2LN1lo1,Lago-di-Endine-superficie,0.5,2019-10-21,Durezza (totale),20001,mg-L-CaCO3,151.0,CAS
260,Oglio,ENDINE,IT03POOG3CE2LN1LO,BG,Endine-Gaiano,573578,5070552,POOG3CE2LN1lo1,Lago-di-Endine-superficie,0.5,2019-10-21,Fluoruri,16984-48-8,µg-L,lt-500,CAS
261,Oglio,ENDINE,IT03POOG3CE2LN1LO,BG,Endine-Gaiano,573578,5070552,POOG3CE2LN1lo1,Lago-di-Endine-superficie,0.5,2019-10-21,Fosforo Totale,7723-14-0,µg-L-P,14.0,CAS
262,Oglio,ENDINE,IT03POOG3CE2LN1LO,BG,Endine-Gaiano,573578,5070552,POOG3CE2LN1lo1,Lago-di-Endine-superficie,0.5,2019-10-21,Magnesio,7439-95-4,mg-L,11.0,CAS
263,Oglio,ENDINE,IT03POOG3CE2LN1LO,BG,Endine-Gaiano,573578,5070552,POOG3CE2LN1lo1,Lago-di-Endine-superficie,0.5,2019-10-21,Mercurio,7439-97-6,µg-L,lt-0.03,CAS
264,Oglio,ENDINE,IT03POOG3CE2LN1LO,BG,Endine-Gaiano,573578,5070552,POOG3CE2LN1lo1,Lago-di-Endine-superficie,0.5,2019-10-21,Nichel,7440-02-0,µg-L,lt-2,CAS
265,Oglio,ENDINE,IT03POOG3CE2LN1LO,BG,Endine-Gaiano,573578,5070552,POOG3CE2LN1lo1,Lago-di-Endine-superficie,0.5,2019-10-21,Ortofosfato,14265-44-2,µg-L-P,lt-4,CAS
266,Oglio,ENDINE,IT03POOG3CE2LN1LO,BG,Endine-Gaiano,573578,5070552,POOG3CE2LN1lo1,Lago-di-Endine-superficie,0.5,2019-10-21,Ossigeno % di saturazione,3131-01-9,%-sat.,77.0,WISE
267,Oglio,ENDINE,IT03POOG3CE2LN1LO,BG,Endine-Gaiano,573578,5070552,POOG3CE2LN1lo1,Lago-di-Endine-superficie,0.5,2019-10-21,Ossigeno disciolto,7782-44-7,mg-L-O2,7.4,CAS
268,Oglio,ENDINE,IT03POOG3CE2LN1LO,BG,Endine-Gaiano,573578,5070552,POOG3CE2LN1lo1,Lago-di-Endine-superficie,0.5,2019-10-21,pH,12408-02-5,pH,8.0,CAS
269,Oglio,ENDINE,IT03POOG3CE2LN1LO,BG,Endine-Gaiano,573578,5070552,POOG3CE2LN1lo1,Lago-di-Endine-superficie,0.5,2019-10-21,Piombo,7439-92-1,µg-L,2.0,CAS
270,Oglio,ENDINE,IT03POOG3CE2LN1LO,BG,Endine-Gaiano,573578,5070552,POOG3CE2LN1lo1,Lago-di-Endine-superficie,0.5,2019-10-21,Potassio,7440-09-7,mg-L,0.8,CAS
271,Oglio,ENDINE,IT03POOG3CE2LN1LO,BG,Endine-Gaiano,573578,5070552,POOG3CE2LN1lo1,Lago-di-Endine-superficie,0.5,2019-10-21,Rame,7440-50-8,µg-L,lt-5,CAS
272,Oglio,ENDINE,IT03POOG3CE2LN1LO,BG,Endine-Gaiano,573578,5070552,POOG3CE2LN1lo1,Lago-di-Endine-superficie,0.5,2019-10-21,Silicati reattivi,1344-09-8,mg-L-SiO2,1.1,CAS
273,Oglio,ENDINE,IT03POOG3CE2LN1LO,BG,Endine-Gaiano,573578,5070552,POOG3CE2LN1lo1,Lago-di-Endine-superficie,0.5,2019-10-21,Sodio,7440-23-5,mg-L,4.2,CAS
274,Oglio,ENDINE,IT03POOG3CE2LN1LO,BG,Endine-Gaiano,573578,5070552,POOG3CE2LN1lo1,Lago-di-Endine-superficie,0.5,2019-10-21,Solfati,14808-79-8,mg-L-SO4,11.0,CAS
275,Oglio,ENDINE,IT03POOG3CE2LN1LO,BG,Endine-Gaiano,573578,5070552,POOG3CE2LN1lo1,Lago-di-Endine-superficie,0.5,2019-10-21,Temperatura acqua,3121-01-5,°C,17.0,WISE
276,Oglio,ENDINE,IT03POOG3CE2LN1LO,BG,Endine-Gaiano,573578,5070552,POOG3CE2LN1lo1,Lago-di-Endine-superficie,0.5,2019-10-21,Trasparenza (disco di Secchi),10062,m,2.5,CAS
277,Oglio,ENDINE,IT03POOG3CE2LN1LO,BG,Endine-Gaiano,573578,5070552,POOG3CE2LN1lo1,Lago-di-Endine-superficie,0.5,2019-10-21,Zinco,7440-66-6,µg-L,lt-20,CAS
278,Oglio,ENDINE,IT03POOG3CE2LN1LO,BG,Endine-Gaiano,573578,5070552,POOG3CE2LN1lo1,Lago-di-Endine-fondo,7.5,2019-03-18,Alcalinità,71-52-3,meq-L,3.728,CAS
279,Oglio,ENDINE,IT03POOG3CE2LN1LO,BG,Endine-Gaiano,573578,5070552,POOG3CE2LN1lo1,Lago-di-Endine-fondo,7.5,2019-03-18,Arsenico,7440-38-2,µg-L,lt-1,CAS
280,Oglio,ENDINE,IT03POOG3CE2LN1LO,BG,Endine-Gaiano,573578,5070552,POOG3CE2LN1lo1,Lago-di-Endine-fondo,7.5,2019-03-18,Azoto ammoniacale,14798-03-9,mg-L-N,0.03,CAS
281,Oglio,ENDINE,IT03POOG3CE2LN1LO,BG,Endine-Gaiano,573578,5070552,POOG3CE2LN1lo1,Lago-di-Endine-fondo,7.5,2019-03-18,Azoto nitrico,14797-55-8,mg-L-N,0.6,CAS
282,Oglio,ENDINE,IT03POOG3CE2LN1LO,BG,Endine-Gaiano,573578,5070552,POOG3CE2LN1lo1,Lago-di-Endine-fondo,7.5,2019-03-18,Azoto nitroso,14797-65-0,mg-L-N,0.009,CAS
283,Oglio,ENDINE,IT03POOG3CE2LN1LO,BG,Endine-Gaiano,573578,5070552,POOG3CE2LN1lo1,Lago-di-Endine-fondo,7.5,2019-03-18,Azoto Totale,17778-88-0,mg-L-N,0.9,CAS
284,Oglio,ENDINE,IT03POOG3CE2LN1LO,BG,Endine-Gaiano,573578,5070552,POOG3CE2LN1lo1,Lago-di-Endine-fondo,7.5,2019-03-18,Cadmio,7440-43-9,µg-L,lt-0.04,CAS
285,Oglio,ENDINE,IT03POOG3CE2LN1LO,BG,Endine-Gaiano,573578,5070552,POOG3CE2LN1lo1,Lago-di-Endine-fondo,7.5,2019-03-18,Calcio,7440-70-2,mg-L,58.0,CAS
286,Oglio,ENDINE,IT03POOG3CE2LN1LO,BG,Endine-Gaiano,573578,5070552,POOG3CE2LN1lo1,Lago-di-Endine-fondo,7.5,2019-03-18,Cloruri,16887-00-6,mg-L-Cl,5.7,CAS
287,Oglio,ENDINE,IT03POOG3CE2LN1LO,BG,Endine-Gaiano,573578,5070552,POOG3CE2LN1lo1,Lago-di-Endine-fondo,7.5,2019-03-18,Conducibilità elettrica a 20°C,3142-01-6,µS-cm,378.0,WISE
288,Oglio,ENDINE,IT03POOG3CE2LN1LO,BG,Endine-Gaiano,573578,5070552,POOG3CE2LN1lo1,Lago-di-Endine-fondo,7.5,2019-03-18,Cromo totale,7440-47-3,µg-L,lt-2,CAS
289,Oglio,ENDINE,IT03POOG3CE2LN1LO,BG,Endine-Gaiano,573578,5070552,POOG3CE2LN1lo1,Lago-di-Endine-fondo,7.5,2019-03-18,Durezza (totale),20001,mg-L-CaCO3,193.0,CAS
290,Oglio,ENDINE,IT03POOG3CE2LN1LO,BG,Endine-Gaiano,573578,5070552,POOG3CE2LN1lo1,Lago-di-Endine-fondo,7.5,2019-03-18,Fosforo Totale,7723-14-0,µg-L-P,16.0,CAS
291,Oglio,ENDINE,IT03POOG3CE2LN1LO,BG,Endine-Gaiano,573578,5070552,POOG3CE2LN1lo1,Lago-di-Endine-fondo,7.5,2019-03-18,Magnesio,7439-95-4,mg-L,12.0,CAS
292,Oglio,ENDINE,IT03POOG3CE2LN1LO,BG,Endine-Gaiano,573578,5070552,POOG3CE2LN1lo1,Lago-di-Endine-fondo,7.5,2019-03-18,Mercurio,7439-97-6,µg-L,lt-0.03,CAS
293,Oglio,ENDINE,IT03POOG3CE2LN1LO,BG,Endine-Gaiano,573578,5070552,POOG3CE2LN1lo1,Lago-di-Endine-fondo,7.5,2019-03-18,Nichel,7440-02-0,µg-L,lt-2,CAS
294,Oglio,ENDINE,IT03POOG3CE2LN1LO,BG,Endine-Gaiano,573578,5070552,POOG3CE2LN1lo1,Lago-di-Endine-fondo,7.5,2019-03-18,Ortofosfato,14265-44-2,µg-L-P,5.0,CAS
295,Oglio,ENDINE,IT03POOG3CE2LN1LO,BG,Endine-Gaiano,573578,5070552,POOG3CE2LN1lo1,Lago-di-Endine-fondo,7.5,2019-03-18,Ossigeno % di saturazione,3131-01-9,%-sat.,104.0,WISE
296,Oglio,ENDINE,IT03POOG3CE2LN1LO,BG,Endine-Gaiano,573578,5070552,POOG3CE2LN1lo1,Lago-di-Endine-fondo,7.5,2019-03-18,Ossigeno disciolto,7782-44-7,mg-L-O2,12.1,CAS
297,Oglio,ENDINE,IT03POOG3CE2LN1LO,BG,Endine-Gaiano,573578,5070552,POOG3CE2LN1lo1,Lago-di-Endine-fondo,7.5,2019-03-18,pH,12408-02-5,pH,7.7,CAS
298,Oglio,ENDINE,IT03POOG3CE2LN1LO,BG,Endine-Gaiano,573578,5070552,POOG3CE2LN1lo1,Lago-di-Endine-fondo,7.5,2019-03-18,Piombo,7439-92-1,µg-L,lt-1,CAS
299,Oglio,ENDINE,IT03POOG3CE2LN1LO,BG,Endine-Gaiano,573578,5070552,POOG3CE2LN1lo1,Lago-di-Endine-fondo,7.5,2019-03-18,Potassio,7440-09-7,mg-L,0.8,CAS
300,Oglio,ENDINE,IT03POOG3CE2LN1LO,BG,Endine-Gaiano,573578,5070552,POOG3CE2LN1lo1,Lago-di-Endine-fondo,7.5,2019-03-18,Rame,7440-50-8,µg-L,lt-5,CAS
301,Oglio,ENDINE,IT03POOG3CE2LN1LO,BG,Endine-Gaiano,573578,5070552,POOG3CE2LN1lo1,Lago-di-Endine-fondo,7.5,2019-03-18,Silicati reattivi,1344-09-8,mg-L-SiO2,lt-0.5,CAS
302,Oglio,ENDINE,IT03POOG3CE2LN1LO,BG,Endine-Gaiano,573578,5070552,POOG3CE2LN1lo1,Lago-di-Endine-fondo,7.5,2019-03-18,Sodio,7440-23-5,mg-L,4.1,CAS
303,Oglio,ENDINE,IT03POOG3CE2LN1LO,BG,Endine-Gaiano,573578,5070552,POOG3CE2LN1lo1,Lago-di-Endine-fondo,7.5,2019-03-18,Solfati,14808-79-8,mg-L-SO4,16.0,CAS
304,Oglio,ENDINE,IT03POOG3CE2LN1LO,BG,Endine-Gaiano,573578,5070552,POOG3CE2LN1lo1,Lago-di-Endine-fondo,7.5,2019-03-18,Temperatura acqua,3121-01-5,°C,8.9,WISE
305,Oglio,ENDINE,IT03POOG3CE2LN1LO,BG,Endine-Gaiano,573578,5070552,POOG3CE2LN1lo1,Lago-di-Endine-fondo,7.5,2019-03-18,Zinco,7440-66-6,µg-L,lt-20,CAS
306,Oglio,ENDINE,IT03POOG3CE2LN1LO,BG,Endine-Gaiano,573578,5070552,POOG3CE2LN1lo1,Lago-di-Endine-fondo,7.3,2019-04-15,Alcalinità,71-52-3,meq-L,3.531,CAS
307,Oglio,ENDINE,IT03POOG3CE2LN1LO,BG,Endine-Gaiano,573578,5070552,POOG3CE2LN1lo1,Lago-di-Endine-fondo,7.3,2019-04-15,Arsenico,7440-38-2,µg-L,lt-1,CAS
308,Oglio,ENDINE,IT03POOG3CE2LN1LO,BG,Endine-Gaiano,573578,5070552,POOG3CE2LN1lo1,Lago-di-Endine-fondo,7.3,2019-04-15,Azoto ammoniacale,14798-03-9,mg-L-N,0.07,CAS
309,Oglio,ENDINE,IT03POOG3CE2LN1LO,BG,Endine-Gaiano,573578,5070552,POOG3CE2LN1lo1,Lago-di-Endine-fondo,7.3,2019-04-15,Azoto nitrico,14797-55-8,mg-L-N,0.6,CAS
310,Oglio,ENDINE,IT03POOG3CE2LN1LO,BG,Endine-Gaiano,573578,5070552,POOG3CE2LN1lo1,Lago-di-Endine-fondo,7.3,2019-04-15,Azoto nitroso,14797-65-0,mg-L-N,0.006,CAS
311,Oglio,ENDINE,IT03POOG3CE2LN1LO,BG,Endine-Gaiano,573578,5070552,POOG3CE2LN1lo1,Lago-di-Endine-fondo,7.3,2019-04-15,Azoto Totale,17778-88-0,mg-L-N,0.9,CAS
312,Oglio,ENDINE,IT03POOG3CE2LN1LO,BG,Endine-Gaiano,573578,5070552,POOG3CE2LN1lo1,Lago-di-Endine-fondo,7.3,2019-04-15,Cadmio,7440-43-9,µg-L,lt-0.04,CAS
313,Oglio,ENDINE,IT03POOG3CE2LN1LO,BG,Endine-Gaiano,573578,5070552,POOG3CE2LN1lo1,Lago-di-Endine-fondo,7.3,2019-04-15,Calcio,7440-70-2,mg-L,57.0,CAS
314,Oglio,ENDINE,IT03POOG3CE2LN1LO,BG,Endine-Gaiano,573578,5070552,POOG3CE2LN1lo1,Lago-di-Endine-fondo,7.3,2019-04-15,Cloruri,16887-00-6,mg-L-Cl,5.6,CAS
315,Oglio,ENDINE,IT03POOG3CE2LN1LO,BG,Endine-Gaiano,573578,5070552,POOG3CE2LN1lo1,Lago-di-Endine-fondo,7.3,2019-04-15,Conducibilità elettrica a 20°C,3142-01-6,µS-cm,371.0,WISE
316,Oglio,ENDINE,IT03POOG3CE2LN1LO,BG,Endine-Gaiano,573578,5070552,POOG3CE2LN1lo1,Lago-di-Endine-fondo,7.3,2019-04-15,Cromo totale,7440-47-3,µg-L,lt-2,CAS
317,Oglio,ENDINE,IT03POOG3CE2LN1LO,BG,Endine-Gaiano,573578,5070552,POOG3CE2LN1lo1,Lago-di-Endine-fondo,7.3,2019-04-15,Durezza (totale),20001,mg-L-CaCO3,191.0,CAS
318,Oglio,ENDINE,IT03POOG3CE2LN1LO,BG,Endine-Gaiano,573578,5070552,POOG3CE2LN1lo1,Lago-di-Endine-fondo,7.3,2019-04-15,Fluoruri,16984-48-8,µg-L,lt-500,CAS
319,Oglio,ENDINE,IT03POOG3CE2LN1LO,BG,Endine-Gaiano,573578,5070552,POOG3CE2LN1lo1,Lago-di-Endine-fondo,7.3,2019-04-15,Fosforo Totale,7723-14-0,µg-L-P,16.0,CAS
320,Oglio,ENDINE,IT03POOG3CE2LN1LO,BG,Endine-Gaiano,573578,5070552,POOG3CE2LN1lo1,Lago-di-Endine-fondo,7.3,2019-04-15,Magnesio,7439-95-4,mg-L,12.0,CAS
321,Oglio,ENDINE,IT03POOG3CE2LN1LO,BG,Endine-Gaiano,573578,5070552,POOG3CE2LN1lo1,Lago-di-Endine-fondo,7.3,2019-04-15,Mercurio,7439-97-6,µg-L,lt-0.03,CAS
322,Oglio,ENDINE,IT03POOG3CE2LN1LO,BG,Endine-Gaiano,573578,5070552,POOG3CE2LN1lo1,Lago-di-Endine-fondo,7.3,2019-04-15,Nichel,7440-02-0,µg-L,lt-2,CAS
323,Oglio,ENDINE,IT03POOG3CE2LN1LO,BG,Endine-Gaiano,573578,5070552,POOG3CE2LN1lo1,Lago-di-Endine-fondo,7.3,2019-04-15,Ortofosfato,14265-44-2,µg-L-P,5.0,CAS
324,Oglio,ENDINE,IT03POOG3CE2LN1LO,BG,Endine-Gaiano,573578,5070552,POOG3CE2LN1lo1,Lago-di-Endine-fondo,7.3,2019-04-15,Ossigeno % di saturazione,3131-01-9,%-sat.,102.0,WISE
325,Oglio,ENDINE,IT03POOG3CE2LN1LO,BG,Endine-Gaiano,573578,5070552,POOG3CE2LN1lo1,Lago-di-Endine-fondo,7.3,2019-04-15,Ossigeno disciolto,7782-44-7,mg-L-O2,11.0,CAS
326,Oglio,ENDINE,IT03POOG3CE2LN1LO,BG,Endine-Gaiano,573578,5070552,POOG3CE2LN1lo1,Lago-di-Endine-fondo,7.3,2019-04-15,pH,12408-02-5,pH,8.3,CAS
327,Oglio,ENDINE,IT03POOG3CE2LN1LO,BG,Endine-Gaiano,573578,5070552,POOG3CE2LN1lo1,Lago-di-Endine-fondo,7.3,2019-04-15,Piombo,7439-92-1,µg-L,lt-1,CAS
328,Oglio,ENDINE,IT03POOG3CE2LN1LO,BG,Endine-Gaiano,573578,5070552,POOG3CE2LN1lo1,Lago-di-Endine-fondo,7.3,2019-04-15,Potassio,7440-09-7,mg-L,0.8,CAS
329,Oglio,ENDINE,IT03POOG3CE2LN1LO,BG,Endine-Gaiano,573578,5070552,POOG3CE2LN1lo1,Lago-di-Endine-fondo,7.3,2019-04-15,Rame,7440-50-8,µg-L,lt-5,CAS
330,Oglio,ENDINE,IT03POOG3CE2LN1LO,BG,Endine-Gaiano,573578,5070552,POOG3CE2LN1lo1,Lago-di-Endine-fondo,7.3,2019-04-15,Silicati reattivi,1344-09-8,mg-L-SiO2,1.0,CAS
331,Oglio,ENDINE,IT03POOG3CE2LN1LO,BG,Endine-Gaiano,573578,5070552,POOG3CE2LN1lo1,Lago-di-Endine-fondo,7.3,2019-04-15,Sodio,7440-23-5,mg-L,4.3,CAS
332,Oglio,ENDINE,IT03POOG3CE2LN1LO,BG,Endine-Gaiano,573578,5070552,POOG3CE2LN1lo1,Lago-di-Endine-fondo,7.3,2019-04-15,Solfati,14808-79-8,mg-L-SO4,16.0,CAS
333,Oglio,ENDINE,IT03POOG3CE2LN1LO,BG,Endine-Gaiano,573578,5070552,POOG3CE2LN1lo1,Lago-di-Endine-fondo,7.3,2019-04-15,Temperatura acqua,3121-01-5,°C,11.9,WISE
334,Oglio,ENDINE,IT03POOG3CE2LN1LO,BG,Endine-Gaiano,573578,5070552,POOG3CE2LN1lo1,Lago-di-Endine-fondo,7.3,2019-04-15,Zinco,7440-66-6,µg-L,lt-20,CAS
335,Oglio,ENDINE,IT03POOG3CE2LN1LO,BG,Endine-Gaiano,573578,5070552,POOG3CE2LN1lo1,Lago-di-Endine-fondo,7.2,2019-05-22,Alcalinità,71-52-3,meq-L,3.63,CAS
336,Oglio,ENDINE,IT03POOG3CE2LN1LO,BG,Endine-Gaiano,573578,5070552,POOG3CE2LN1lo1,Lago-di-Endine-fondo,7.2,2019-05-22,Arsenico,7440-38-2,µg-L,lt-1,CAS
337,Oglio,ENDINE,IT03POOG3CE2LN1LO,BG,Endine-Gaiano,573578,5070552,POOG3CE2LN1lo1,Lago-di-Endine-fondo,7.2,2019-05-22,Azoto ammoniacale,14798-03-9,mg-L-N,0.15,CAS
338,Oglio,ENDINE,IT03POOG3CE2LN1LO,BG,Endine-Gaiano,573578,5070552,POOG3CE2LN1lo1,Lago-di-Endine-fondo,7.2,2019-05-22,Azoto nitrico,14797-55-8,mg-L-N,0.4,CAS
339,Oglio,ENDINE,IT03POOG3CE2LN1LO,BG,Endine-Gaiano,573578,5070552,POOG3CE2LN1lo1,Lago-di-Endine-fondo,7.2,2019-05-22,Azoto nitroso,14797-65-0,mg-L-N,0.008,CAS
340,Oglio,ENDINE,IT03POOG3CE2LN1LO,BG,Endine-Gaiano,573578,5070552,POOG3CE2LN1lo1,Lago-di-Endine-fondo,7.2,2019-05-22,Azoto Totale,17778-88-0,mg-L-N,1.0,CAS
341,Oglio,ENDINE,IT03POOG3CE2LN1LO,BG,Endine-Gaiano,573578,5070552,POOG3CE2LN1lo1,Lago-di-Endine-fondo,7.2,2019-05-22,Cadmio,7440-43-9,µg-L,lt-0.04,CAS
342,Oglio,ENDINE,IT03POOG3CE2LN1LO,BG,Endine-Gaiano,573578,5070552,POOG3CE2LN1lo1,Lago-di-Endine-fondo,7.2,2019-05-22,Calcio,7440-70-2,mg-L,61.0,CAS
