PROVINCIA,COMUNE,ID_AGISCO,DENOMINAZIONE,INDIRIZZO,TIPOLOGIA SITO/ATTIVITA',LONGITUDINE,LATITUDINE,LOCATION,PRECISIONE_LOCATION
MILANO,VAPRIO D ADDA,MI230.0003,EX RIELLO,VIA SAN NICOLO',n.d.,9.52454185,45.5728656,POINT (9.52454185 45.5728656),alta
COMO,ASSO,CO013.0003,"P.I.I EX MANIFATTURA SAN PRIMO SRL, AREA DISMESSA",VIA PER CASLINO,aree industriali dismesse,9.2648298,45.85578976,POINT (9.2648298 45.85578976),alta
MILANO,MILANO,MI146.3110,Area in via Mantegna/via Mussi,"VIA ANDREA MANTEGNA, 17",n.d.,9.1676155,45.48369474,POINT (9.1676155 45.48369474),alta
VARESE,LUINO,VA092.0002,DITTA CORDA,VIA GORIZIA,operazioni di recupero rifiuti,8.75169664,45.9899646,POINT (8.75169664 45.9899646),alta
MONZA E DELLA BRIANZA,BIASSONO,MI023.0002,Area Ex Pressindustria,VIA PORTA D' ARNOLFO,aree industriali dismesse,9.27398689,45.63054376,POINT (9.27398689 45.63054376),alta
BRESCIA,LUMEZZANE,BS096.0006,EX GALVANICA SENECI,"VIA GIUSEPPE GARIBALDI, 70",aree industriali dismesse,10.236616,45.65401981,POINT (10.236616 45.65401981),alta
BERGAMO,ALZANO LOMBARDO,BG008.0002,Area dismessa Sc. SA.MA.FER,"VIA LOMBARDIA, 6",aree industriali dismesse,9.72291749,45.72847382,POINT (9.72291749 45.72847382),alta
MILANO,NOVIGLIO,MI158.0002,P.V. ERG,S.P.N.40,impianti di stoccaggio o adduzione carburanti,9.06806394,45.36397381,POINT (9.06806394 45.36397381),bassa
MILANO,MILANO,MI146.2591,AREA DI VIA PESTALOZZA,"VIA ALESSANDRO PESTALOZZA, 12/14",altri siti non meglio specificati,9.22268154,45.48190328,POINT (9.22268154 45.48190328),alta
SONDRIO,TEGLIO,SO065.0003,"TAMOIL ITALIA SPA - PV 2240 - TEGLIO, SAN GIACOMO",FRAZIONE SAN GIACOMO SS38 KM 52,impianti di stoccaggio o adduzione carburanti,10.0415021,46.14979983,POINT (10.0415021 46.14979983),alta
MILANO,MILANO,MI146.1864,Area di Via Necchi 7,"VIA LODOVICO NECCHI, 7/9",rilasci accidentali o dolosi di sostanze,9.17761984,45.46261651,POINT (9.17761984 45.46261651),alta
MILANO,MILANO,MI146.3198,TREGI UNION SPA,VIE BARONA 33,aree industriali dismesse,9.15174795,45.43339526,POINT (9.15174795 45.43339526),alta
PAVIA,MORTARA,PV102.0014,Sinistro stradale del 17/02/2009,S.P.494 KM43+100,rilasci accidentali o dolosi di sostanze,8.7199521,45.2492437,POINT (8.7199521 45.2492437),alta
BRESCIA,PONTE DI LEGNO,BS148.0002,DISCARICA INERTI E RSU,LOC.MONTECATINI,altri siti non meglio specificati,10.50898234,46.218061,POINT (10.50898234 46.218061),bassa
MILANO,LOCATE DI TRIULZI,MI125.0012,SVERSAMNETO GASOLIO TANGENZIALE EST KM 27,AUTOSTRADA TANGENZIALE EST KM 27,rilasci accidentali o dolosi di sostanze,9.22573245,45.35762441,POINT (9.22573245 45.35762441),bassa
MILANO,MILANO,MI146.0743,CASCINA SAN GIUSEPPE,VIA ADRIANO/TREMELLONI,smaltimenti non autorizzati - abbandono rifiuti,9.22866958,45.51256763,POINT (9.22866958 45.51256763),alta
LODI,SOMAGLIA,LO054.0002,Area SELIPORT S.r.l.,STRADA STATALE 234,aree industriali in attività,9.62550355,45.17550281,POINT (9.62550355 45.17550281),alta
MONZA E DELLA BRIANZA,DESIO,MI100.0061,CAPANNONE FARINA,"VIA DON LUIGI STURZO, 40",aree industriali in attività,9.18426722,45.60751928,POINT (9.18426722 45.60751928),alta
LECCO,LOMAGNA,LC044.0001,SVERSAMENTO GASOLIO DA SERBATOIO,"VIA LEONARDO DA VINCI, 2",impianti di stoccaggio rifiuti,9.36657963,45.66968537,POINT (9.36657963 45.66968537),alta
MONZA E DELLA BRIANZA,MONZA,MI149.0080,CENTRALE DEL LATTE,"VIA CESARE AGUILHON, 10",aree industriali dismesse,9.2853748,45.57838729,POINT (9.2853748 45.57838729),alta
LECCO,LECCO,LC042.0021,AREA EX OSPEDALE di Circolo,VIA GHISLANZONI/VIA PREVIATI,altri siti non meglio specificati,9.3942774,45.85215135,POINT (9.3942774 45.85215135),alta
BRESCIA,ODOLO,BS121.0002,EX FORMAT/ILFO - GNUTTI CIRILLO SPA,"VIA BRESCIA, 7",aree industriali in attività,10.38254852,45.64523699,POINT (10.38254852 45.64523699),alta
BERGAMO,LOVERE,BG128.0005,"I AGGIORNAMENTO AL PIANO DI BONIFICA , RECUPERO E TRASFORMAZIONE DEL PORTO INDUSTRIALE DI CORNASOLA",PORTO INDUSTRIALE DI CORNASOLA,n.d.,10.0734275,45.81854086,POINT (10.0734275 45.81854086),bassa
MILANO,CARPIANO,MI050.0014,Sversamento gasolio del 04/09/2006,"VIA DEL TORCHIO, 5",rilasci accidentali o dolosi di sostanze,9.26917655,45.34072986,POINT (9.26917655 45.34072986),alta
MILANO,MILANO,MI146.4243,Area proprietà privata,VIA BARONA DELLA 21,aree industriali dismesse,9.15347795,45.43524306,POINT (9.15347795 45.43524306),alta
MILANO,MILANO,MI146.0091,"MALAGUTI, RIMOZIONE SERBATOI","VIA ISOCRATE, 19",aree industriali dismesse,9.22118825,45.50777798,POINT (9.22118825 45.50777798),alta
BRESCIA,BRESCIA,BS029.0049,Area in loc. Chiesanuova,"VIA GIOVANNI BATTISTA MELCHIORI, 17",altri siti non meglio specificati,10.19164557,45.52240692,POINT (10.19164557 45.52240692),alta
MILANO,SETTIMO MILANESE,MI211.0003,PUNTO VENDITA ESSO DITTA ROSSETTI E ZAMO' SAS,"VIA ANTONIO GRAMSCI, 61",impianti di stoccaggio o adduzione carburanti,9.05783424,45.4886643,POINT (9.05783424 45.4886643),alta
BERGAMO,BERGAMO,BG024.0097,CONDOMINIO,VIA GIANFORTE SUARDI,rilasci accidentali o dolosi di sostanze,9.68057185,45.7016005,POINT (9.68057185 45.7016005),alta
MILANO,POZZUOLO MARTESANA,MI178.0002,GENERAL OIL P.V. CARBURANTE (DISMISSIONE IMPIANTO),"VIA PIETRO PIEREGROSSO, 29",impianti di stoccaggio o adduzione carburanti,9.4646526,45.5163243,POINT (9.4646526 45.5163243),alta
MONZA E DELLA BRIANZA,DESIO,MB023.0020,FERRACCIAIO,"VIA UMBERTO GIORDANO, 2",altre operazioni di gestione rifiuti,9.2175799,45.60582985,POINT (9.2175799 45.60582985),alta
MILANO,CASARILE,MI055.0001,STABILIMENTO HENKEL LOCTITE ADESIVI S.r.l.,"VIA GIACOMO PUCCINI, 65/67",aree industriali in attività,9.10341404,45.31282781,POINT (9.10341404 45.31282781),alta
VARESE,GALLARATE,VA070.0013,SOCIETA' EDIALMA DI PORRINI & C. SAS,VIA DONATELLO ANG.VIA DUPRE',altri siti non meglio specificati,8.78361,45.67172737,POINT (8.78361 45.67172737),alta
MILANO,MILANO,MI146.3739,STABILE DI PROPRIETA' ALER,"VIA ANNA NEERA, 7",n.d.,9.17462103,45.43296809,POINT (9.17462103 45.43296809),alta
MILANO,TREZZO SULL ADDA,MI221.0006,FORNACE SAN MARTINO,"VIA EMILIO BRASCA, 45",aree industriali dismesse,9.505369,45.6122533,POINT (9.505369 45.6122533),alta
MILANO,MILANO,MI146.2777,AREA VIA GIANNONE,"VIA PIETRO GIANNONE, 8",n.d.,9.17863517,45.47901776,POINT (9.17863517 45.47901776),alta
LODI,CODOGNO,LO019.0001,SOCIETA' LA FER S.R.L.,"VIA PEDRAZZINI GUAITAMACCHI, 60",aree industriali dismesse,9.71229696,45.16612019,POINT (9.71229696 45.16612019),alta
MILANO,MILANO,MI146.0614,DEPOSITO CARBURANTI,"VIA ADAMELLO, 5",impianti di stoccaggio o adduzione carburanti,9.20308475,45.4441492,POINT (9.20308475 45.4441492),alta
MILANO,MILANO,MI146.4057,AREA VIA MEDA 6-8,"VIA GIUSEPPE MEDA, 6-8",aree industriali dismesse,9.17927245,45.44537709,POINT (9.17927245 45.44537709),alta
MONZA E DELLA BRIANZA,ARCORE,MB004.0007,EX CARROZZERIA,"VIA FELICE MATTEUCCI, 50",aree industriali dismesse,9.32133704,45.6126512,POINT (9.32133704 45.6126512),alta
MILANO,COLOGNO MONZESE,MI081.0023,AREA CIS 4,N.D.,n.d.,9.2841805,45.53358596,POINT (9.2841805 45.53358596),bassa
MILANO,SESTO SAN GIOVANNI,MI209.0006,AREA EX BREDA - CIMI MON TUBI - COOP,VIA MILANESE,aree industriali dismesse,9.21825307,45.53648246,POINT (9.21825307 45.53648246),alta
MILANO,MILANO,MI146.0364,"CREDEMLEASING SPA, AON ITALIA SPA","VIA ANDREA PONTI, 8/10",aree industriali dismesse,9.15604472,45.44680036,POINT (9.15604472 45.44680036),alta
MONZA E DELLA BRIANZA,VILLASANTA,MI239.0009,Area ex SBM,"VIA THOMAS ALVA EDISON, 21",aree industriali in attività,9.298092,45.59871992,POINT (9.298092 45.59871992),alta
LODI,LIVRAGA,LO030.0003,AZIENDA AGRICOLA,LOCALITA' CA DE MAZZI-,n.d.,9.54933295,45.19451197,POINT (9.54933295 45.19451197),alta
MILANO,CERNUSCO SUL NAVIGLIO,MI070.0020,Area di Via Verdi 51,"VIA GIUSEPPE VERDI, 51",aree industriali dismesse,9.33738279,45.53029154,POINT (9.33738279 45.53029154),alta
MILANO,MILANO,MI146.3879,CENTRALE A2A,"VIA ANTONIO PIANELLA, 10",aree industriali in attività,9.13246884,45.47059259,POINT (9.13246884 45.47059259),alta
MILANO,RESCALDINA,MI181.0001,EX RAIMONDI VALVOLE S.p.A.,"VIA XXV APRILE, 30/32",aree industriali dismesse,8.94015249,45.62893065,POINT (8.94015249 45.62893065),alta
MILANO,MILANO,MI146.4158,"AREA VIA VALTORTA, 32","VIA DEI VALTORTA, 32",aree industriali dismesse,9.22495604,45.4996417,POINT (9.22495604 45.4996417),alta
VARESE,VARESE,VA133.0089,EX CONCIARIA VALLE OLONA COMPARTO CA7 - FASE 2 AREA S4 (OBT. COLONNA B),"VIA DALMAZIA, 55",aree industriali dismesse,8.84481999,45.82426589,POINT (8.84481999 45.82426589),alta
MONZA E DELLA BRIANZA,ALBIATE,MI006.0003,Area Ex FINA (Ex Pressindustrie),"VIA DANTE,VIA VIGANO',VIA QUASIMODO",aree industriali dismesse,9.25129655,45.65634248,POINT (9.25129655 45.65634248),bassa
MILANO,MILANO,MI146.2374,HOT SPOT 2C E 114 - PII GARIBALDI/REPUBBLICA,VIALE DON LUIGI STURZO,altri siti non meglio specificati,9.18760009,45.48335906,POINT (9.18760009 45.48335906),alta
MILANO,SAN DONATO MILANESE,MI192.0001,"ex AGL, PIRELLI CAVI & SISTEMI SpA","VIA FERRUCCIO PARRI, 1",aree industriali dismesse,9.26431265,45.4078454,POINT (9.26431265 45.4078454),alta
LECCO,LECCO,LC042.0003,"Area Syndial, stazione di spinta","VIA FILANDA, 7",rilasci accidentali o dolosi di sostanze,9.41563464,45.85143251,POINT (9.41563464 45.85143251),alta
MILANO,PARABIAGO,MI168.0030,CALZATURIFICIO GINO FERRARIO EX AREA INDUSTRIALE,"VIA SANTA MARIA, 78",aree industriali dismesse,8.95132415,45.55555387,POINT (8.95132415 45.55555387),alta
MILANO,MILANO,MI146.1062,Area Gimar,"VIA PADOVA, 242",impianti di stoccaggio o adduzione carburanti,9.24225103,45.50542597,POINT (9.24225103 45.50542597),alta
MONZA E DELLA BRIANZA,BRUGHERIO,MI034.0005,"Sito in Via S. Anna, Località San Damiano",VIA SANT'ANNA (LOC.SAN DAMIANO) 43,aree industriali dismesse,9.29665295,45.55112425,POINT (9.29665295 45.55112425),bassa
MILANO,MILANO,MI146.1494,Area di Via Pitteri,"VIA RICCARDO PITTERI, 106",aree industriali dismesse,9.24527332,45.48089459,POINT (9.24527332 45.48089459),alta
MILANO,MILANO,MI146.1561,Area industriale Ex Bic di Via Lorenzini - Via Adamello,"VIA GIOVANNI LORENZINI, 10",aree industriali dismesse,9.20217386,45.44401617,POINT (9.20217386 45.44401617),alta
MILANO,BOFFALORA SOPRA TICINO,MI026.0014,SOC. SARIO'-RENO DE MEDICI S.P.A.- LOCALITA' PONTENUOVO,DE MEDICI 5,n.d.,8.83265169,45.46311237,POINT (8.83265169 45.46311237),bassa
BRESCIA,BRESCIA,BS029.0024,PUNTO VENDITA TAMOIL S.P.A.,"VIALE SANT' EUFEMIA, 5",impianti di stoccaggio o adduzione carburanti,10.28684599,45.5179353,POINT (10.28684599 45.5179353),alta
MANTOVA,SUSTINENTE,MN064.0002,P.V. AGIP 12090,S.P.482 ALTA POLESINE,impianti di stoccaggio o adduzione carburanti,11.027392,45.08497,POINT (11.027392 45.08497),bassa
MILANO,MILANO,MI146.0129,P.V. AGIP N 12310,PIAZZA CADUTI DEL LAVORO,impianti di stoccaggio o adduzione carburanti,9.18540196,45.44330548,POINT (9.18540196 45.44330548),alta
MILANO,MILANO,MI146.3068,AREA VIA MANGOLFA,"VIA MAGOLFA, 18",n.d.,9.17617887,45.45061784,POINT (9.17617887 45.45061784),alta
MILANO,GARBAGNATE MILANESE,MI105.0032,PARCHEGGIO VIA FAMETTA,VIA FAMETTA,rilasci accidentali o dolosi di sostanze,9.08630012,45.5684148,POINT (9.08630012 45.5684148),alta
PAVIA,RETORBIDO,PV121.0003,LATERLITE S.P.A. - RIMOZIONE SERBATOI,LOCALITA' GIARONE 4,impianti di stoccaggio o adduzione carburanti,9.02661904,44.94914309,POINT (9.02661904 44.94914309),alta
PAVIA,CILAVEGNA,PV050.0001,STAZIONE DISTRIBUZIONE CARBURANTI,S.P.192 MORTARA-CASSOLNOVO,impianti di stoccaggio o adduzione carburanti,8.74888439,45.30965099,POINT (8.74888439 45.30965099),alta
MILANO,CERRO MAGGIORE,MI072.0002,AREA VIA LAMPUGNANI,VIA PRIVATA NOBILI LAMPUGNANI,aree industriali dismesse,8.95270991,45.59207665,POINT (8.95270991 45.59207665),alta
MILANO,CASSINA DE PECCHI,MI060.0003,Ditta ex OILBIT,N.D.,impianti di stoccaggio o adduzione carburanti,9.37680724,45.51144342,POINT (9.37680724 45.51144342),bassa
VARESE,CASTELLANZA,VA042.0003,Area Esselunga,VIA BORRI/PIEMONTE SNC,aree industriali dismesse,8.87905633,45.60133535,POINT (8.87905633 45.60133535),alta
MILANO,ARESE,MI009.0005,AKZO NOBEL CHEMICALS S.P.A.,"VIA ELISEO VISMARA, 80",aree industriali in attività,9.09186054,45.5469784,POINT (9.09186054 45.5469784),alta
MILANO,SAN GIULIANO MILANESE,MI195.0019,Area Ex complesso artigianale/industriale compreso tra Via Trieste-Cavour-Resistenza,"VIA TRIESTE,CAVOUR,RESISTENZA",n.d.,9.2780372,45.3838531,POINT (9.2780372 45.3838531),bassa
MILANO,MILANO,MI146.2814,"HORION SRL, AREA DISMESSA","VIALE TIBALDI, 28",aree industriali dismesse,9.18016353,45.44343684,POINT (9.18016353 45.44343684),alta
MILANO,MILANO,MI146.0098,AREA EX PERMOLIO,VIE PALIZZI/FATTORI,aree industriali dismesse,9.13895726,45.50274153,POINT (9.13895726 45.50274153),alta
MILANO,ZIBIDO SAN GIACOMO,MI247.0010,FIDOCART S.R.L.,"VIA MARTELLI, 5",altre operazioni di gestione rifiuti,9.11710963,45.36736135,POINT (9.11710963 45.36736135),alta
COMO,TAVERNERIO,CO222.0005,AREA VIA PIRANDELLO,"VIA LUIGI PIRANDELLO, 2A",aree industriali dismesse,9.1374447,45.80043311,POINT (9.1374447 45.80043311),alta
BRESCIA,PADERNO FRANCIACORTA,BS130.0009,EUROBETON SRL,LOCALITA' BOSCOSTELLA SN,attività minerarie o estrattive,10.0860229,45.58211912,POINT (10.0860229 45.58211912),bassa
VARESE,GALLARATE,VA070.0006,"IPSIA ""Ponti""","PIAZZA GIOVANE ITALIA, 3",altri siti non meglio specificati,8.79007538,45.65585944,POINT (8.79007538 45.65585944),alta
MILANO,MILANO,MI146.4214,AREA VIA IPPODROMO,"VIA IPPODROMO, 8",altri siti non meglio specificati,9.12641112,45.48631977,POINT (9.12641112 45.48631977),alta
MILANO,MILANO,MI146.2252,Are di Via Palmieri,"VIA NICOLA PALMIERI, 72",aree industriali dismesse,9.18524732,45.43484795,POINT (9.18524732 45.43484795),alta
MONZA E DELLA BRIANZA,CARNATE,MI049.0001,AGIP PETROLI PUNTO VENDITA N. 2280,S.S.S.S.36,impianti di stoccaggio o adduzione carburanti,9.3809546,45.64747925,POINT (9.3809546 45.64747925),bassa
MONZA E DELLA BRIANZA,VAREDO,MI231.0010,AREA EX ARBO,"VIALE GIUSEPPE GARIBALDI, 5",aree industriali dismesse,9.14593529,45.59241599,POINT (9.14593529 45.59241599),alta
MILANO,MILANO,MI146.0893,Area termovalorizzatore Silla 1,"VIA LUCIO CORNELIO SILLA, 251/253",aree industriali dismesse,9.06829277,45.50167667,POINT (9.06829277 45.50167667),alta
MILANO,CARPIANO,MI050.0004,DITTA SODIN SRL,STRADA PROVINCIALE 40,impianti di stoccaggio o adduzione carburanti,9.29147265,45.35095419,POINT (9.29147265 45.35095419),alta
BRESCIA,DESENZANO DEL GARDA,BS067.0003,AERONAUTICA MILITARE Ex idroscalo,"VIALE GIUSEPPE MOTTA, 56",smaltimenti non autorizzati - abbandono rifiuti,10.55534475,45.46273914,POINT (10.55534475 45.46273914),alta
LODI,FOMBIO,LO026.0004,DOW ITALIA S.P.A.,"VIA EMILIA, 2",aree industriali in attività,9.67411171,45.14891494,POINT (9.67411171 45.14891494),alta
VARESE,CAIRATE,VA029.0002,Area Cartiera Fornaci,"VIA PER FORNACI, 16",aree industriali in attività,8.8644053,45.69196547,POINT (8.8644053 45.69196547),bassa
BERGAMO,SERIATE,BG198.0004,AREA IPER,VIA DOLOMITI,smaltimenti non autorizzati - abbandono rifiuti,9.74669755,45.68584462,POINT (9.74669755 45.68584462),alta
MILANO,LACCHIARELLA,MI115.0021,AREA METTONE 2 SIGEMI,LOCALITA' METTONE,rilasci accidentali o dolosi di sostanze,9.13782678,45.32191914,POINT (9.13782678 45.32191914),alta
MILANO,MILANO,MI146.3328,Area di Piazzale Bonomelli,PIAZZA GEREMIA BONOMELLI,n.d.,9.21387976,45.44114811,POINT (9.21387976 45.44114811),alta
MILANO,MILANO,MI146.0624,EX AREA LBS S.PA. ORA GREEN TOWERS S.R.L.,"VIA VAL BAVONA, 21",aree industriali dismesse,9.1242352,45.44833405,POINT (9.1242352 45.44833405),alta
MILANO,CORMANO,MI086.0013,Area Via Bergamo 6/8,"VIA BERGAMO, 6/8",aree industriali dismesse,9.17656506,45.54297456,POINT (9.17656506 45.54297456),alta
MILANO,TREZZANO SUL NAVIGLIO,MI220.0004,Area PII Brunelleschi,"VIA FILIPPO BRUNELLESCHI, 38-40-42-44",n.d.,9.05712529,45.42623832,POINT (9.05712529 45.42623832),alta
MILANO,BUCCINASCO,MI036.0011,EX CARTARIA MORANDI,"VIA ACHILLE GRANDI, 16",aree industriali dismesse,9.11671088,45.42042058,POINT (9.11671088 45.42042058),alta
MANTOVA,GOITO,MN026.0001,Area Robbi discarica abusiva,LOCALITA' BARDELLETTE,smaltimenti non autorizzati - abbandono rifiuti,10.66214751,45.25237171,POINT (10.66214751 45.25237171),alta
MONZA E DELLA BRIANZA,MONZA,MI149.0056,EX TEXAR,VIE PREMUDA-S.FRANCESCO D'ASSISI,aree industriali dismesse,9.28119994,45.5777212,POINT (9.28119994 45.5777212),alta
MILANO,MILANO,MI146.0120,Cava BISTOLETTI,"VIA ROMUALDO BONFADINI, 148",n.d.,9.25330269,45.4443845,POINT (9.25330269 45.4443845),alta
MILANO,MILANO,MI146.2525,PII GARIBALDI REPUBBLICA - U1 RESIDENZIALE - LOTTO 2 BLOCCO EST,VIA ROSALES/VIGANO',aree industriali dismesse,9.18837195,45.48143509,POINT (9.18837195 45.48143509),alta
COMO,FINO MORNASCO,CO102.0016,EX TINTORIA,VIA GUANZASCA,aree industriali dismesse,9.04378899,45.75199125,POINT (9.04378899 45.75199125),alta
BERGAMO,TORRE DE ROVERI,BG216.0002,EX COTONIFICIO DE' ROVERI,"VIA CASALE, 12/14",aree industriali dismesse,9.76267875,45.69720469,POINT (9.76267875 45.69720469),alta
MILANO,MILANO,MI146.3098,AREA VIA ALEARDI,"VIA ALEARDO ALEARDI, 15",n.d.,9.17310502,45.48305808,POINT (9.17310502 45.48305808),alta
PAVIA,VIGEVANO,PV177.0003,"ex Ditta BERFLEX EXPORT SPA,","CORSO TORINO, 285",aree industriali dismesse,8.80764253,45.28556382,POINT (8.80764253 45.28556382),alta
MILANO,MILANO,MI146.0970,EX GNOCCHISOCIETA' LO.CA SRL,"LARGO GIAMBELLINO, 123",aree industriali dismesse,9.138876,45.44740874,POINT (9.138876 45.44740874),alta
MILANO,MILANO,MI146.0321,BOVISA 90,"VIA FILIPPO BALDINUCCI, 38",aree industriali dismesse,9.1724377,45.5043746,POINT (9.1724377 45.5043746),alta
PAVIA,BORGO SAN SIRO,PV018.0006,SVERSAMENTO DEL 10/09/2018 DI OLIO COMBUSTIBILE PER NAVI DA RIBALTAMENTO CAMION,DIRAMAZIONE S.P.206 E S.P.3,rilasci accidentali o dolosi di sostanze,8.93186335,45.24853044,POINT (8.93186335 45.24853044),bassa
VARESE,SARONNO,VA119.0003,CANTIERE CEMSA SPA-EX DE NORA SAS,VIA VARESE,aree industriali dismesse,9.03600075,45.61128739,POINT (9.03600075 45.61128739),alta
VARESE,VARESE,VA133.0001,ASPEM,"VIA JACOPO ROBUSTI DETTO IL TINTORETTO, 6",impianti di stoccaggio o adduzione carburanti,8.8389855,45.8327123,POINT (8.8389855 45.8327123),alta
MILANO,SESTO SAN GIOVANNI,MI209.0064,AREA DI VIA TONALE,"VIA TONALE, 36/38",n.d.,9.23863312,45.53177263,POINT (9.23863312 45.53177263),alta
COMO,MARIANO COMENSE,CO143.0016,AREA COOP BELVEDERE,VIA DANTE ALIGHIERI,n.d.,9.17035569,45.69919649,POINT (9.17035569 45.69919649),alta
MILANO,CORMANO,MI086.0033,Immobiliare GIAMBELLINO,"VIA NAZARIO SAURO, 9",n.d.,9.17039761,45.54555022,POINT (9.17039761 45.54555022),alta
MILANO,ARESE,MI009.0037,Area Ex ITT Cannon Veam,"VIA STATUTO, 2",aree industriali dismesse,9.0792275,45.54361989,POINT (9.0792275 45.54361989),alta
MILANO,MILANO,MI146.0202,Area industriale dismessa,"VIA ALFREDO SOFFREDINI, 31",aree industriali dismesse,9.22426116,45.51611224,POINT (9.22426116 45.51611224),alta
LECCO,SIRTORI,LC076.0001,DITTA FABRE S.R.L.,"VIA DEL PESCHIERONE, 10",rilasci accidentali o dolosi di sostanze,9.33570022,45.73083585,POINT (9.33570022 45.73083585),alta
MILANO,MILANO,MI146.1120,Area polo terziario ex SITTAM,"VIA GIORGIO STEPHENSON, 75",n.d.,9.12642178,45.51063032,POINT (9.12642178 45.51063032),alta
MILANO,LEGNANO,MI118.0001,"Area ex fonderia ghisa ex C.M.T.I. ex ANSALDO GIE S.r.l., FRANCO TOSI MECCANICA S.P.A.",PIAZZA MONUMENTO,aree industriali dismesse,8.91248065,45.59481456,POINT (8.91248065 45.59481456),alta
MILANO,LEGNANO,MI118.0030,Area Ex Pensotti,VIA FIRENZE/S.BERNARDINO/SABOTINO/PISA,aree industriali dismesse,8.91219124,45.58859005,POINT (8.91219124 45.58859005),alta
MILANO,MILANO,MI146.3642,AREA EX RIVA CALZONI S.p.A.,VIA AMBROGIO BERGOGNONE,n.d.,9.16172791,45.45666697,POINT (9.16172791 45.45666697),alta
VARESE,SOLBIATE ARNO,VA121.0001,"BMP BERTELLI, DISMISSIONE SERBATOI","VIA MOLINELLO, 99",aree industriali in attività,8.80841975,45.71253286,POINT (8.80841975 45.71253286),alta
BRESCIA,CETO,BS050.0001,"AREA INDUSTRIALE ""PIANO ATTUATIVO - D3"" SOC. NUOVA CETO S.r.l.","VIA ALBERTO TARSIA, 2",aree industriali dismesse,10.34492066,46.00589332,POINT (10.34492066 46.00589332),alta
BRESCIA,BAGNOLO MELLA,BS009.0001,P.V. TAMOIL N. 8229,AUTOSTRADA A21-STAZ.SERVIZIO GHEDI OVEST,impianti di stoccaggio o adduzione carburanti,10.18457205,45.42124719,POINT (10.18457205 45.42124719),bassa
MILANO,MILANO,MI146.0469,STAZIONE DI MILANO CENTRALE - MAGAZZINO F.S.,"VIA FERRANTE APORTI, 97",aree industriali dismesse,9.20700725,45.48682552,POINT (9.20700725 45.48682552),alta
VARESE,GAZZADA SCHIANNO,VA073.0008,"DITTA MECO, INDAGINE AMBIENTALE PER CESSATA ATTIVITÀ","VIA ALESSANDRO MANZONI, 2/B",aree industriali dismesse,8.82477603,45.77419607,POINT (8.82477603 45.77419607),alta
VARESE,SARONNO,VA119.0012,EX FONDERIA PETRI,VIA BOSSI ANG.VIA POLA,aree industriali dismesse,9.03335746,45.62739804,POINT (9.03335746 45.62739804),alta
MILANO,RODANO,MI185.0009,AREA EX VISCARDI - Immobiliare Pobbiano Srl,VIA INTERNA (LOC.POBBIANO) 8,aree industriali dismesse,9.34145006,45.48310916,POINT (9.34145006 45.48310916),alta
MILANO,MILANO,MI146.3612,PRU Via Filippo da Liscate - Via Santander,VIA FILIPPO DA LISCATE,n.d.,9.16340356,45.44050136,POINT (9.16340356 45.44050136),alta
MILANO,CUSANO MILANINO,MI098.0026,"CISTERNE SITE C/O ESSELUNGA AREA EX PIRELLI CAVI VIALE UNIONE, 2 CUSANO MILANINO","VIALE UNIONE, 2",serbatoi carburante per riscaldamento,9.18634611,45.54806795,POINT (9.18634611 45.54806795),alta
MILANO,PADERNO DUGNANO,MI166.0079,AREA EX GALVANICA SAIBENE,"VIA ENRICO TOTI, 26",aree industriali dismesse,9.17078439,45.57075072,POINT (9.17078439 45.57075072),alta
MILANO,PIOLTELLO,MI175.0017,Ex P.V. API 40925,"VIA DANTE ALIGHIERI, 118",impianti di stoccaggio o adduzione carburanti,9.32072772,45.48144283,POINT (9.32072772 45.48144283),alta
PAVIA,MORTARA,PV102.0007,P.V. BRIXIA FINANZIARIA S.R.L.,STRADA STATALE 494,rilasci accidentali o dolosi di sostanze,8.7199521,45.2492437,POINT (8.7199521 45.2492437),alta
BERGAMO,CALCIO,BG044.0008,CASCINA BELVEDERE - CEPAV DUE - AZIENDA AGRICOLA,LOCALITA' CASCINA BELVEDERE,altri siti non meglio specificati,9.84531095,45.50224366,POINT (9.84531095 45.50224366),bassa
MANTOVA,OSTIGLIA,MN038.0002,"Centrale elettrica E-On - Area parco combustibile PN1, zona ex serbatoio S2,",S.S.12 ABETONE-BRENNERO 239 KM,aree industriali in attività,11.13533214,45.05588248,POINT (11.13533214 45.05588248),alta
