PROVINCIA,COMUNE,ID_AGISCO,DENOMINAZIONE,INDIRIZZO,TIPOLOGIA SITO/ATTIVITA',LONGITUDINE,LATITUDINE,LOCATION,PRECISIONE_LOCATION
COMO,PONTE LAMBRO,CO188.0003,RIGAMONTI COMMERCIO ROTTAMI,"VIA ZARA, 15",operazioni di recupero rifiuti,9.22861441,45.8273728,POINT (9.22861441 45.8273728),alta
MILANO,MILANO,MI146.3697,SIEMENS SPA - stralcio 2,"VIA VIPITENO, 4",aree industriali dismesse,9.23795671,45.51156074,POINT (9.23795671 45.51156074),alta
MILANO,ARESE,MI009.0026,ALFA ROMEO,VIA PRIVATA ALFA ROMEO,aree industriali dismesse,9.06447158,45.56275582,POINT (9.06447158 45.56275582),alta
PAVIA,PAVIA,PV110.0021,RESIDENZIALE DELLA COSTA S.n.c.,VIA AL SABBIONE,aree industriali dismesse,9.19640129,45.17804949,POINT (9.19640129 45.17804949),alta
MONZA E DELLA BRIANZA,CESANO MADERNO,MI075.0004,AREA SERBATOI OLIO COMBUSTIBILE EX DITTA ALIGARDA SRL ALL'INTERNO DEL SEDIME INDUSTRIALE NYLSTAR - CAFFARO - ARCESE,"VIA FRIULI, 55",aree industriali in attività,9.1299568,45.63157615,POINT (9.1299568 45.63157615),alta
MILANO,ABBIATEGRASSO,MI002.0002,AREA EX EMINT,VIA LUIGI CANONICA,aree industriali dismesse,8.9333568,45.39988109,POINT (8.9333568 45.39988109),alta
PAVIA,VIGEVANO,PV177.0045,AREA BELLAZZI - STRADA CATTABREGA CENSITA AL FG 69 MAPP. 88 IN COMUNE DI VIGEVANO,STRADA CATTABREGA,rilasci accidentali o dolosi di sostanze,8.85385674,45.28289491,POINT (8.85385674 45.28289491),alta
MILANO,LAINATE,MI116.0014,AREA EX JUWEL-PARMA,"VIA RE UMBERTO I, 95/97",aree industriali dismesse,9.02592234,45.57705139,POINT (9.02592234 45.57705139),alta
BERGAMO,SAN GIOVANNI BIANCO,BG188.0002,SMI ENERGIA - EX CARTIERA CIMA,"VIA PIAZZALUNGA, 30",aree industriali dismesse,9.65737272,45.86696783,POINT (9.65737272 45.86696783),alta
MILANO,BRESSO,MI032.0016,Area via Patellani,"VIA PATELLANI, 28/30",aree industriali dismesse,9.19378495,45.53641015,POINT (9.19378495 45.53641015),alta
MONZA E DELLA BRIANZA,BURAGO DI MOLGORA,MI037.0001,Ditta B. BURAGO,VIA GALILEO GALILEI,aree industriali in attività,9.38413517,45.59360022,POINT (9.38413517 45.59360022),alta
COMO,COMO,CO075.0034,Area Ex Stamperia SMART,VIA DEI MILLE ANGOLO VIA MAGENTA,aree industriali dismesse,9.08869483,45.79820644,POINT (9.08869483 45.79820644),alta
MILANO,MILANO,MI146.4069,VIA MEDA EDIZIONI MUSICALI SRL,"VIA GIUSEPPE MEDA, 45",aree industriali dismesse,9.17852475,45.43945512,POINT (9.17852475 45.43945512),alta
MILANO,TREZZANO SUL NAVIGLIO,MI220.0007,CTM COMPAGNIA TECNICA MOTORI SPA,"VIALE CRISTOFORO COLOMBO, 41",aree industriali dismesse,9.07219961,45.42652511,POINT (9.07219961 45.42652511),alta
PAVIA,CASEI GEROLA,PV033.0003,EX STABILIMENTO ZUCCHERI,STRADA PER SANNAZZARO,aree industriali dismesse,8.93442199,45.0038549,POINT (8.93442199 45.0038549),bassa
PAVIA,BRONI,PV024.0003,CENTRALE TELECOM ITALIA,VIA TOGNI 3,altri siti non meglio specificati,9.2607703,45.0620527,POINT (9.2607703 45.0620527),alta
MILANO,RHO,MI182.0025,AREA EX DONES IRIDE,"VIA DON LUIGI BETTINETTI, 45",aree industriali dismesse,9.03693268,45.52976954,POINT (9.03693268 45.52976954),alta
MILANO,OSSONA,MI164.0001,DISCARICA DI MELME ACIDE,LOCALITA' VILLA S.GIUSEPPE,smaltimenti non autorizzati - abbandono rifiuti,8.89402704,45.50343076,POINT (8.89402704 45.50343076),bassa
MILANO,BOLLATE,MI027.0015,"EX SIO, LA FORGIA - Immobiliare OSPIATE - ora Immobiliare DANUBIO Srl","VICOLO EUGENIO VILLORESI, 8",aree industriali in attività,9.10262725,45.54280458,POINT (9.10262725 45.54280458),alta
BERGAMO,ZANICA,BG245.0009,AREA EX GANZERLA - FALLIMENTO,LOCALITA' MOLINO DEL BOSCO,aree industriali dismesse,9.6955941,45.64153195,POINT (9.6955941 45.64153195),alta
MILANO,INVERUNO,MI113.0002,"VIA BATTISTI, VIA MARCONI, VIA SANZIO, EX DITTA TESSUTI APPRETTATI SPA, EX DITTA INVERUNO 2000",VIA GUGLIELMO MARCONI,aree industriali dismesse,8.8488002,45.51311817,POINT (8.8488002 45.51311817),alta
MILANO,SAN GIULIANO MILANESE,MI195.0028,C.NA SELMO LOTTO E,LOCALITA' VIBOLDONE,aree industriali dismesse,9.2780372,45.3838531,POINT (9.2780372 45.3838531),bassa
MILANO,MILANO,MI146.1023,ATM NUOVO DEPOSITO GOMMA,VIA MARIGNANO,altri siti non meglio specificati,9.25611823,45.42800639,POINT (9.25611823 45.42800639),alta
MILANO,COLOGNO MONZESE,MI081.0031,AREA CIS 16,VIA PIACENZA,aree industriali dismesse,9.27513161,45.54376412,POINT (9.27513161 45.54376412),alta
VARESE,BUSTO ARSIZIO,VA026.0129,EDIFICIO DI VIA XX SETTEMBRE A BUSTO ARSIZIO,"CORSO XX SETTEMBRE, 33",altri siti non meglio specificati,8.86213644,45.61254465,POINT (8.86213644 45.61254465),alta
MILANO,BUCCINASCO,MI036.0021,Area Ex Derk S.p.a.,"VIA PIERO GOBETTI, 1/3",aree industriali dismesse,9.11667673,45.42194883,POINT (9.11667673 45.42194883),alta
BERGAMO,OSIO SOPRA,BG152.0005,SIAD S.P.A - STABILIMENTO DI OSIO SOPRAAREA REALIZZAZIONE DIPARTIMENTO - PHARMA - FOOD - RICERCA (DPFR),"STRADA STATALE 525 DEL BREMBO, 11",aree industriali in attività,9.59763975,45.62202869,POINT (9.59763975 45.62202869),alta
MILANO,ROZZANO,MI189.0027,DITTA CLEAN MILAN - AREA VIA MANTOVA,"VIA MANTOVA, 58",aree industriali in attività,9.14701502,45.38462299,POINT (9.14701502 45.38462299),alta
LODI,CORNEGLIANO LAUDENSE,LO021.0011,IMPIANTO DI DISTRIBUZIONE CARBURANTE ERG PETROLI SPA,N.D.,impianti di stoccaggio o adduzione carburanti,9.48079565,45.28623242,POINT (9.48079565 45.28623242),bassa
MILANO,LOCATE DI TRIULZI,MI125.0002,EX AREA PRODUTTIVA,"VIA ROMA, 50",aree industriali dismesse,9.22092255,45.35922421,POINT (9.22092255 45.35922421),alta
MILANO,CINISELLO BALSAMO,MI077.0034,AREA CIVI SRL,"VIA FRATELLI BANDIERA, 2",aree industriali dismesse,9.25212933,45.55636189,POINT (9.25212933 45.55636189),alta
MANTOVA,MANTOVA,MN030.0037,IMPRESA BOTTOLI ARTURO S.p.A. ex SCIA,"PIAZZALE DI PORTA CERESE, 1",aree industriali dismesse,10.7953227,45.1449228,POINT (10.7953227 45.1449228),alta
BERGAMO,COSTA VOLPINO,BG086.0003,P.V. TOTAL N. 2538,"VIA NAZIONALE, 21",impianti di stoccaggio o adduzione carburanti,10.08646942,45.82435571,POINT (10.08646942 45.82435571),alta
BRESCIA,ODOLO,BS121.0001,OLIFER SRL,"VIA GUGLIELMO MARCONI, 4",aree industriali in attività,10.3857201,45.64254432,POINT (10.3857201 45.64254432),alta
MILANO,MILANO,MI146.0392,"AEM SPA, serbatoi","VIA PIETRO GIORDANI, 54",aree industriali dismesse,9.12187961,45.44528095,POINT (9.12187961 45.44528095),alta
BRESCIA,PADENGHE SUL GARDA,BS129.0001,DISCARICA ABUSIVA MA.GA SNC (CAVA MARAGGI),LOCALITA' LEVRINI,discariche abusive o incontrollate,10.49502379,45.50876348,POINT (10.49502379 45.50876348),alta
VARESE,BISUSCHIO,VA015.0002,SICAR IMMOBILIARE SAS,"VIA GIUSEPPE GIUSTI, 4/6",aree industriali dismesse,8.87036707,45.87087798,POINT (8.87036707 45.87087798),alta
MILANO,ROBECCHETTO CON INDUNO,MI183.0001,CENTRALE TERMOELETTRICA DI TURBIGO LEVANTE ENEL,VIA ALLA CENTRALE TERMICA,aree industriali in attività,8.7586852,45.51470669,POINT (8.7586852 45.51470669),bassa
MILANO,MILANO,MI146.2459,Via Monte Ortigara,"VIA MONTE ORTIGARA, 6",aree industriali dismesse,9.21924428,45.45859861,POINT (9.21924428 45.45859861),alta
VARESE,TRADATE,VA127.0006,AREA EX T & P,"VIA CESARE BECCARIA, 1",aree industriali dismesse,8.90825229,45.70166009,POINT (8.90825229 45.70166009),alta
MILANO,MILANO,MI146.0345,SERBATOIO INTERRATO,"VIA CLITUMNO, 5",altri siti non meglio specificati,9.22950969,45.49241449,POINT (9.22950969 45.49241449),alta
MILANO,MILANO,MI146.0025,AREA VIA ARISTOTELE,"VIA ARISTOTELE, 30",altri siti non meglio specificati,9.22479747,45.5074791,POINT (9.22479747 45.5074791),alta
MILANO,MILANO,MI146.0981,CONDOMINIO SAN PAOLO (AREA EX CARROZZERIA AGNELLI DONINELLI),"VIALE FAMAGOSTA, 59",altri siti non meglio specificati,9.16417217,45.43755361,POINT (9.16417217 45.43755361),alta
MILANO,MILANO,MI146.0193,"AREA DISMESSA, TINTORIA A. CLERICI SRL","VIA GIAN CARLO SISMONDI, 24",aree industriali dismesse,9.22772909,45.46556841,POINT (9.22772909 45.46556841),alta
MILANO,BUSSERO,MI040.0003,AREA RESIDENZIALE VIALE EUROPA,"VIALE EUROPA, 5",altri siti non meglio specificati,9.3727699,45.53373291,POINT (9.3727699 45.53373291),alta
MILANO,MILANO,MI146.0064,Area industriale dismessa,"VIA ANTONIO MEUCCI, 39",aree industriali dismesse,9.24379169,45.50904782,POINT (9.24379169 45.50904782),alta
MILANO,MILANO,MI146.2532,EX NUOVA SAME,"VIA DELLA GIUSTIZIA, 11",aree industriali dismesse,9.20765868,45.49848947,POINT (9.20765868 45.49848947),alta
MILANO,MILANO,MI146.3665,AREA INDUSTRIALE DISMESSA JUCKER DIVISIONE MEZZERA,"VIA FRIGIA, 19",n.d.,9.22222949,45.51618969,POINT (9.22222949 45.51618969),alta
MILANO,CUSAGO,MI097.0002,EX B.F. PRODOTTI COSMETICI,"VIA BAGGIO, 4",n.d.,9.0387706,45.44930912,POINT (9.0387706 45.44930912),alta
VARESE,MALNATE,VA096.0006,Area EX Malinverno,"VIA VITTORIO ALFIERI, 10",aree industriali dismesse,8.88492919,45.79923106,POINT (8.88492919 45.79923106),alta
MILANO,MILANO,MI146.3043,AREA DI VIA MIRAMARE,"VIA MIRAMARE, 10",altri siti non meglio specificati,9.22514805,45.52156299,POINT (9.22514805 45.52156299),alta
PAVIA,LUNGAVILLA,PV084.0001,"P.V. SHELL, S.P. 461 Bressana- Salice km 6+700",STRADA PROVINCIALE BRESSANA - SALICE TERME,impianti di stoccaggio o adduzione carburanti,9.0871944,45.0422793,POINT (9.0871944 45.0422793),alta
MILANO,MILANO,MI146.0127,P.V. AGIP PETROLI. n.2118,PIAZZA SERAFINO BELFANTI,impianti di stoccaggio o adduzione carburanti,9.17300956,45.44391827,POINT (9.17300956 45.44391827),alta
MILANO,MILANO,MI146.0333,COOPERATIVA SPAGNA SRL (AREA EX ORDITURA DE MICHELI),"VIA LUIGI ORNATO, 110",aree industriali dismesse,9.1923074,45.5219682,POINT (9.1923074 45.5219682),alta
PAVIA,BEREGUARDO,PV014.0002,DITTA PROCHIMICA DIV. S.I.R.,LANCHE ZELATA,n.d.,9.01239865,45.2552728,POINT (9.01239865 45.2552728),bassa
MILANO,MILANO,MI146.2327,AREA EX ARTIGIANALE,"VIA GEROLAMO TIRABOSCHI, 3/A",aree industriali dismesse,9.20810084,45.45203175,POINT (9.20810084 45.45203175),alta
PAVIA,GARLASCO,PV069.0005,Sversamento a seguito sinistro 27/01/2006,STRADA PROVINCIALE 206,rilasci accidentali o dolosi di sostanze,8.92835014,45.18949905,POINT (8.92835014 45.18949905),alta
VARESE,OLGIATE OLONA,VA108.0004,AREA EX P.V. CARBURANTI DI VIA PIAVE,VIA PIAVE,impianti di stoccaggio o adduzione carburanti,8.88922347,45.6274288,POINT (8.88922347 45.6274288),alta
MILANO,CASSINA DE PECCHI,MI060.0024,PIANO DI LOTTIZZAZIONE ATU 2,ALZAIA NAVIGLIO MARTESANA,n.d.,9.36905552,45.5219068,POINT (9.36905552 45.5219068),alta
BRESCIA,BOTTICINO,BS023.0004,BARBIERI MARMAGLIO,N.D.,n.d.,10.3133478,45.55101429,POINT (10.3133478 45.55101429),bassa
BRESCIA,CHIARI,BS052.0017,TRAFILERIE - AREA PROPRIETÀ PRIVATA,"VIA SAN BERNARDINO, 19",altri siti non meglio specificati,9.92702974,45.54130372,POINT (9.92702974 45.54130372),alta
MILANO,MILANO,MI146.1110,AREA EX SCANDURA S.r.l.,"VIA ANNA NEERA, 43",aree industriali dismesse,9.18253855,45.43317579,POINT (9.18253855 45.43317579),alta
MILANO,MILANO,MI146.2653,"Immobile in Via S. Sandri, 1 - Serbatoi","VIA SANDRO SANDRI, 1",aree industriali dismesse,9.19246939,45.4752468,POINT (9.19246939 45.4752468),alta
VARESE,CARONNO PERTUSELLA,VA034.0023,EX CALZIFICIO CARONNESE - AREA DISMESSA,"VIA IV NOVEMBRE, 312",aree industriali dismesse,9.05015967,45.59527152,POINT (9.05015967 45.59527152),alta
BERGAMO,SANT OMOBONO TERME,BG192.0001,Area residenziale Via Alle Fonti,"VIALE ALLE FONTI, 35",serbatoi carburante per riscaldamento,9.52945025,45.81548705,POINT (9.52945025 45.81548705),alta
COMO,COMO,CO075.0061,Serbatoio - Area Istituto delle Figlie di S.Maria,S.S.PER LECCO,n.d.,9.10265793,45.80332937,POINT (9.10265793 45.80332937),alta
PAVIA,TROVO,PV165.0001,"A7 MI-SERRAVALLE, SVERSAMENTO ACCIDENTALE",AUTOSTRADA A7 MI SERRAVALLE KM 16+090 CARREGGIATA SUD,rilasci accidentali o dolosi di sostanze,9.04135725,45.28857475,POINT (9.04135725 45.28857475),bassa
LECCO,VALMADRERA,LC083.0006,PV SHELL ITALIA N. 23067,S.P.583 KM 46+202 LOC.PARE',impianti di stoccaggio o adduzione carburanti,9.37456831,45.85424686,POINT (9.37456831 45.85424686),alta
MILANO,MILANO,MI146.0110,RECOPLAST,"VIA GAETANO SBODIO, 14",aree industriali dismesse,9.24546061,45.48321648,POINT (9.24546061 45.48321648),alta
MILANO,MILANO,MI146.0542,AREA EX CONCESSIONARIA,"VIA NOVARA, 86",impianti di stoccaggio o adduzione carburanti,9.11980206,45.47250839,POINT (9.11980206 45.47250839),alta
MILANO,SESTO SAN GIOVANNI,MI209.0011,PARCHEGGIO AUTOSILO - VIA MANTOVANI,VIA RUTILIO E VALIDIO MANTOVANI,smaltimenti non autorizzati - abbandono rifiuti,9.25028229,45.53130477,POINT (9.25028229 45.53130477),alta
MILANO,RHO,MI182.0023,"IMPIANTO FORMAZIONE TRENO DI MILANO-FIORENZA, AREA EX DEPOSITO TRAVERSINE",VIA TRIBONIANO 220,smaltimenti non autorizzati - abbandono rifiuti,9.05141614,45.53067483,POINT (9.05141614 45.53067483),bassa
MILANO,MILANO,MI146.0793,PIRELLI BICOCCA - EX FABBRICATO 43 ATTUALE AREA ACCORDO PROGRAMMA BESTA,"VIALE SARCA, 222",aree industriali dismesse,9.21131999,45.52011875,POINT (9.21131999 45.52011875),alta
VARESE,SESTO CALENDE,VA120.0001,EX AVIR,"VIA RISORGIMENTO, 11",aree industriali dismesse,8.62940561,45.72595941,POINT (8.62940561 45.72595941),alta
MILANO,MILANO,MI146.4219,Area Via GARDONE,"VIA GARDONE, 22",n.d.,9.2110017,45.43894854,POINT (9.2110017 45.43894854),alta
MILANO,MILANO,MI146.0061,P.V. AGIP IP,"PIAZZA CINCINNATO, 6",impianti di stoccaggio o adduzione carburanti,9.20427299,45.4799819,POINT (9.20427299 45.4799819),alta
MILANO,CESATE,MI076.0006,Area Wagner,VIA VECCHIA COMASINA,aree industriali dismesse,9.06626379,45.59499387,POINT (9.06626379 45.59499387),alta
MANTOVA,MANTOVA,MN030.0068,MISE ENEL DI VIA BENTIVOGLIO - LOC. COLLE APERTO,"VIA PAOLO BENTIVOGLIO, 1",altri siti non meglio specificati,10.7898301,45.18261649,POINT (10.7898301 45.18261649),alta
MILANO,MILANO,MI146.1089,Area di Viale Sarca,"VIALE SARCA, 90",aree industriali dismesse,9.20498746,45.50891389,POINT (9.20498746 45.50891389),alta
MILANO,MILANO,MI146.0246,PALIZZI SRL,"VIA NOVARA, 70",rilasci accidentali o dolosi di sostanze,9.12206505,45.47109432,POINT (9.12206505 45.47109432),alta
MONZA E DELLA BRIANZA,LISSONE,MB028.0016,AREA DI VIA MATTEOTTI,VIA MATTEOTTI ANGOLO VIA VOLTURNO,aree industriali dismesse,9.23727723,45.61502535,POINT (9.23727723 45.61502535),alta
VARESE,BUSTO ARSIZIO,VA026.0008,Area Ex Metallurgica Marcora,VIA GOITO,aree industriali dismesse,8.84523539,45.61292732,POINT (8.84523539 45.61292732),alta
MILANO,MILANO,MI146.1461,AREE EX SIC ED EX BULLONERIA BALESTRI,"VIA BONAVENTURA BROGGINI, 10-12",aree industriali dismesse,9.09313863,45.46398214,POINT (9.09313863 45.46398214),alta
BERGAMO,VILLA D ADDA,BG238.0001,EX CAVA SAN MARTINO,VIALE DELL'INDUSTRIA 1,attività minerarie o estrattive,9.4562615,45.71873982,POINT (9.4562615 45.71873982),alta
MILANO,ROBECCHETTO CON INDUNO,MI183.0013,ex Conceria Florida ed Immobiliare VIMASS,"VIA SAN VITTORE, 10",n.d.,8.76767783,45.52974183,POINT (8.76767783 45.52974183),alta
MILANO,MILANO,MI146.2691,PIANO FAMAGOSTA-MAGGI-PALATUCCI-DEL MARE,VIA DEL MARE,n.d.,9.15860528,45.42210363,POINT (9.15860528 45.42210363),alta
VARESE,BUSTO ARSIZIO,VA026.0099,EX TESSITURA GIOVANNI CARNAGHI,VIALE DELLE RIMEMBRANZE,aree industriali in attività,8.84112871,45.60989372,POINT (8.84112871 45.60989372),alta
MILANO,SAN VITTORE OLONA,MI201.0004,Area Ex 3M,"VIA CESARE BATTISTI, 9",aree industriali dismesse,8.95112159,45.583608,POINT (8.95112159 45.583608),alta
CREMONA,SPINO D ADDA,CR102.0004,P.V. TAMOIL 1919,S.S.N.415 KM.17 + 760,impianti di stoccaggio o adduzione carburanti,9.48368845,45.39643587,POINT (9.48368845 45.39643587),bassa
SONDRIO,LIVIGNO,SO037.0001,PUNTO VENDITA AGIP PETROLI N. 2774,FRAZIONE TREPALLE,impianti di stoccaggio o adduzione carburanti,10.12867249,46.51837123,POINT (10.12867249 46.51837123),bassa
MILANO,MILANO,MI146.3101,AREA DI VIA FILELFO,"VIA FRANCESCO FILELFO, 3",n.d.,9.16422194,45.48114344,POINT (9.16422194 45.48114344),alta
PAVIA,VOGHERA,PV182.0018,ERG PETROLI SPA,VIA FRATELLI ROSSELLI,impianti di stoccaggio o adduzione carburanti,8.99151061,44.98670424,POINT (8.99151061 44.98670424),alta
VARESE,ANGERA,VA003.0001,SOC.GENERALE PER L'INDUSTRIA DELLA MAGNESIA SPA-SGIM,"VIA VARESINA, 1",aree industriali in attività,8.59414606,45.78633267,POINT (8.59414606 45.78633267),alta
MILANO,MILANO,MI146.3920,AREA VIA MOISÈ LOIRA 52,"VIA MOISE' LORIA, 52",aree industriali dismesse,9.1589958,45.45719679,POINT (9.1589958 45.45719679),alta
MILANO,MILANO,MI146.4263,"AREA CAP HOLDING, INTERVENTI DI RIQUALIFICAZIONE","VIA RIMINI, 36",aree industriali dismesse,9.16910497,45.44077537,POINT (9.16910497 45.44077537),alta
MONZA E DELLA BRIANZA,MUGGIO,MI152.0001,"EX FILLATTICE, IMMOBILIARE GAMEX S.P.A.","VIA PIAVE, 4",aree industriali dismesse,9.22643015,45.59620854,POINT (9.22643015 45.59620854),alta
MILANO,MILANO,MI146.0181,AREA EX EDIFICIO 137 (ESPLANADE) - PIRELLI BICOCCA,"VIALE SARCA, 222",aree industriali dismesse,9.21131999,45.52011875,POINT (9.21131999 45.52011875),alta
MONZA E DELLA BRIANZA,LISSONE,MI123.0011,Area ARFO 2000,"VIA MICHELANGELO BUONARROTI, 142",aree industriali dismesse,9.23993521,45.62149864,POINT (9.23993521 45.62149864),alta
MILANO,MILANO,MI146.1662,AREA EX ARTIGIANALE,VIA VENOSTA 27/29,aree industriali dismesse,9.15819366,45.43904477,POINT (9.15819366 45.43904477),alta
MILANO,CORSICO,MI093.0027,Area Lavezzari - Metcom,"VIALE ITALIA, 52",n.d.,9.09169677,45.43401094,POINT (9.09169677 45.43401094),alta
MILANO,LEGNANO,MI118.0013,"AREA EX MARIO PENSOTTI SPA, ORA DI PROPRIETA' ARCA IMMOBILIARE SRL",VIA XXIX MAGGIO,aree industriali dismesse,8.91186744,45.59502133,POINT (8.91186744 45.59502133),alta
MONZA E DELLA BRIANZA,ALBIATE,MB003.0001,GIRBA,"VIA DELLE VALLI, 1",aree industriali dismesse,9.23946292,45.64379233,POINT (9.23946292 45.64379233),alta
MILANO,BUSTO GAROLFO,MI041.0014,Ex area artigianale,"VIA GIOVANNI RANDACCIO, 54",n.d.,8.87467769,45.54509904,POINT (8.87467769 45.54509904),alta
VARESE,OGGIONA CON SANTO STEFANO,VA107.0001,TANSINI -AREA DISMESSA,"VIA SCIPIONE RONCHETTI, 18",aree industriali dismesse,8.80952769,45.6993416,POINT (8.80952769 45.6993416),alta
MILANO,CINISELLO BALSAMO,MI077.0012,Area di Via Bruno,VIA GIORDANO BRUNO,aree industriali dismesse,9.22418206,45.55286072,POINT (9.22418206 45.55286072),alta
MILANO,MILANO,MI146.1851,Penta Costruzioni S.r.l.,"VIA AMBROGIO BINDA, 16",altri siti non meglio specificati,9.15496249,45.44280636,POINT (9.15496249 45.44280636),alta
VARESE,CASTELLANZA,VA042.0034,PV ESSO,VIA DON MINZONI/VIA FIRENZE,altri siti non meglio specificati,8.88738858,45.61203398,POINT (8.88738858 45.61203398),alta
MILANO,MILANO,MI146.0566,AREA EX BONINELLA ED EX CONTINI,"VIA CAIANELLO, 6/10/12",aree industriali dismesse,9.17477146,45.50083054,POINT (9.17477146 45.50083054),alta
BRESCIA,RONCADELLE,BS165.0012,Top Car,VIA MARTIRI DELLA LIBERTA',n.d.,10.15338711,45.52364227,POINT (10.15338711 45.52364227),alta
MILANO,MILANO,MI146.2982,"AREA SKY - PII ROGOREDO-MONTECITY, RIPRISTINO AMBIENTALE",VIA PIETRO E GIUSEPPE DEI PESTAGALLI,n.d.,9.2350888,45.44574589,POINT (9.2350888 45.44574589),alta
MILANO,MILANO,MI146.3449,AREA CORSO GARIBADI,"CORSO GIUSEPPE GARIBALDI, 95",n.d.,9.18431115,45.47703596,POINT (9.18431115 45.47703596),alta
MILANO,MEDIGLIA,MI139.0003,POZZO ENI,VIA THOMAS ALVA EDISON,n.d.,9.34998918,45.41680843,POINT (9.34998918 45.41680843),alta
MONZA E DELLA BRIANZA,MUGGIO,MB034.0003,FOSSATI FRANCO,"VIA PADOVA, 25",aree industriali dismesse,9.22660524,45.6002331,POINT (9.22660524 45.6002331),alta
MILANO,DRESANO,MI101.0001,ex ICEP/ex SISE,VIA MILANO,impianti di stoccaggio rifiuti,9.36292957,45.3673946,POINT (9.36292957 45.3673946),alta
MILANO,MILANO,MI146.4110,AREA PIAZZALE SIENA 7,"PIAZZALE SIENA, 7",serbatoi carburante per riscaldamento,9.13759698,45.46503948,POINT (9.13759698 45.46503948),alta
MONZA E DELLA BRIANZA,CONCOREZZO,MI084.0001,ESSO ITALIANA S.R.L. PUNTO VENDITA,STRADA PROVINCIALE MILANO - IMBERSAGO,impianti di stoccaggio o adduzione carburanti,9.3243522,45.5799168,POINT (9.3243522 45.5799168),alta
LECCO,SANTA MARIA HOE,LC074.0001,AUTOTRASPORTI PANZERI,VIA DEI RONCHI,altri siti non meglio specificati,9.37486494,45.74522127,POINT (9.37486494 45.74522127),alta
MILANO,MESERO,MI144.0001,A.T.A.V.I.C. Tiro a Volo II Campanile,S.P.PER MARCALLO,altri siti non meglio specificati,8.85109405,45.49508858,POINT (8.85109405 45.49508858),bassa
MONZA E DELLA BRIANZA,CESANO MADERNO,MB019.0003,Area BASF Italia srl,"VIA G. MARCONATO, 8",aree industriali dismesse,9.11480826,45.63132484,POINT (9.11480826 45.63132484),alta
SONDRIO,LIVIGNO,SO037.0006,Torrente Spoel e Rio Gemello,"VIA SAROCH, 1242",rilasci accidentali o dolosi di sostanze,10.12708565,46.52987028,POINT (10.12708565 46.52987028),alta
MILANO,MILANO,MI146.0312,ex- PV API,"VIA EDOARDO BASSINI, 35",impianti di stoccaggio o adduzione carburanti,9.23430949,45.4807096,POINT (9.23430949 45.4807096),alta
MILANO,MILANO,MI146.1103,AREA EX INDUSTRIALE VIA PUNTA LICOSA 11,"VIA PUNTA LICOSA, 11",aree industriali dismesse,9.12385147,45.50405554,POINT (9.12385147 45.50405554),alta
BRESCIA,LENO,BS088.0008,ESSO OPERATIVO P.V. N° 1328 - 105762,"VIA XXV APRILE, 14",impianti di stoccaggio o adduzione carburanti,10.21970071,45.36935296,POINT (10.21970071 45.36935296),alta
MILANO,BRESSO,MI032.0014,Area ex Donzelli,"VIA PATELLANI, 46",aree industriali dismesse,9.19622279,45.53675009,POINT (9.19622279 45.53675009),alta
CREMONA,RICENGO,CR079.0003,FIUME SERIO,N.D.,n.d.,9.73882835,45.41395958,POINT (9.73882835 45.41395958),bassa
MILANO,MILANO,MI146.0253,ex PV API,"VIA GIORGIO WASHINGTON, 21",impianti di stoccaggio o adduzione carburanti,9.15509933,45.46368743,POINT (9.15509933 45.46368743),alta
COMO,CANTU,CO041.0004,RIMOZIONE SERBATOI P.V. DISMESSO,VIA MONTELLO,aree industriali dismesse,9.15343271,45.73119851,POINT (9.15343271 45.73119851),alta
PAVIA,LOMELLO,PV083.0002,KM 41 AUTOCARRO TARGATO AP600FZ PROPRIETA' DITTA AUTOSPED,S.S.S.S.211 NOVARA-TORTONA KM 41,rilasci accidentali o dolosi di sostanze,8.79256699,45.11997377,POINT (8.79256699 45.11997377),bassa
BERGAMO,VILLA DI SERIO,BG240.0003,ITALGEN - SERBATOI INTERRATI,VIA JOHN KENNEDY,aree industriali in attività,9.73764416,45.72417341,POINT (9.73764416 45.72417341),alta
MILANO,MILANO,MI146.0798,S.P. COSTRUZIONI,"VIA SANT' ERLEMBALDO, 7",impianti di stoccaggio o adduzione carburanti,9.22038135,45.50550414,POINT (9.22038135 45.50550414),alta
MILANO,ARLUNO,MI010.0035,"KM 6 + 600 DIR. PREGNANA, sversamento a causa sinistro",N.214,n.d.,8.94878735,45.51089836,POINT (8.94878735 45.51089836),bassa
MILANO,PERO,MI170.0034,IPACLAM SETTORE S5,"VIA CESARE BATTISTI, 9",aree industriali dismesse,9.0713945,45.51311884,POINT (9.0713945 45.51311884),alta
VARESE,TRADATE,VA127.0005,area dismessa ex Chemiplastica,"VIA PIAVE, 14",aree industriali dismesse,8.90656227,45.71011372,POINT (8.90656227 45.71011372),alta
MONZA E DELLA BRIANZA,VIMERCATE,MI241.0003,ALCATEL ITALIA SPA,"VIA TRENTO, 30",aree industriali in attività,9.35933084,45.59133704,POINT (9.35933084 45.59133704),alta
MILANO,MILANO,MI146.0291,AREA EX MILANFER,VIA MONCUCCO,n.d.,9.16751865,45.44103595,POINT (9.16751865 45.44103595),alta
MILANO,MILANO,MI146.2916,AREA DI VIA CISLAGHI,"VIA LUIGI CISLAGHI, 21",altri siti non meglio specificati,9.22856059,45.51251004,POINT (9.22856059 45.51251004),alta
